ONtfangen	O
een	O
Missive	O
van	O
de	O
Heeren	O
Staaten	O
van	O
de	O
Provincie	O
van	O
Gelderland	O
,	O
geschreeven	O
te	O
Zutphen	O
den	O
tienden	O
der	O
voorleede	O
maand	O
,	O
houdende	O
,	O
dat	O
sy	O
hadden	O
goedgevonden	O
ter	O
Vergaderinge	O
van	O
de	O
Generaliteyts	O
Reeckenkaamer	O
te	O
committeeren	O
Maarten	B-PER
van	I-PER
Vlaardingerwoud	I-PER
,	I-PER
Burgermeester	I-PER
der	I-PER
Stad	I-PER
Wageningen	I-PER
,	O
ingaande	O
den	O
eersten	O
Mey	O
seeventien	O
honderd	O
drie	O
en	O
vyftigh	O
;	O
versoekende	O
,	O
dat	O
haar	O
Hoogh	O
Mogende	O
den	O
selven	O
Maarten	B-PER
van	I-PER
Vlaardingerwoud	I-PER
in	O
gemelde	O
Generaliteyts	O
Reeckenkaamer	O
gelieven	O
te	O
doen	O
inrroduceeren	O
.	O
WAAR	O
op	O
gedelibereert	O
zynde	O
,	O
is	O
goedgevonden	O
en	O
verstaan	O
,	O
den	O
gemelden	O
Heere	B-PER
Maarten	I-PER
van	I-PER
Vlaardingerwoud	I-PER
in	O
de	O
Generaliteyts	O
Reekenkaamer	O
mits	O
deesen	O
te	O
houden	O
voor	O
gecommitteert	O
,	O
doende	O
den	O
behoorlycken	O
eed	O
,	O
die	O
hy	O
nogh	O
staande	O
Vergaderinge	O
heeft	O
afgeleght	O
;	O
en	O
is	O
den	O
zelve	O
daar	O
op	O
door	O
den	O
Heere	B-PER
Otters	I-PER
in	O
de	O
Generaliteyts	O
Reekenkaamer	O
geintroduceert	O
geworden	O
.	O
DEn	O
Heere	B-PER
de	I-PER
Raet	I-PER
,	I-PER
een	I-PER
van	I-PER
de	I-PER
Heeren	I-PER
Gecommitteerde	I-PER
Raaden	I-PER
van	I-PER
Holland	I-PER
en	I-PER
Westvriesland	I-PER
,	O
heeft	O
in	O
gevolge	O
van	O
haar	O
Hoogh	O
Mogende	O
Resolutie	O
van	O
den	O
vyfden	O
Mey	O
seeventien	O
honderd	O
dertigh	O
ter	O
Vergaderinge	O
voorgedraagen	O
,	O
dat	O
in	O
het	O
Collegie	O
van	O
gemelde	O
Heeren	O
Gecommitteerde	O
Rlaaden	O
op	O
heeden	O
sessie	O
hadden	O
genoomen	O
,	O
en	O
vervolgens	O
in	O
de	O
Vergaderinge	O
van	O
haar	O
Hoogh	O
Mogende	O
geintroduceert	O
stonden	O
werden	O
de	O
Heeren	B-PER
van	I-PER
Dyck	I-PER
en	I-PER
Boudaan	I-PER
weegens	I-PER
de	I-PER
Steeden	I-PER
Haarlem	I-PER
en	I-PER
Amsterdam	I-PER
.	I-PER
En	O
heeft	O
gemelden	O
Heere	B-PER
de	I-PER
Raet	I-PER
daar	O
by	O
bekent	O
gemaackt	O
,	O
dat	O
gemelde	O
Heeren	B-PER
van	I-PER
Dyck	I-PER
en	I-PER
Boudaan	I-PER
geene	O
Ampten	O
besitten	O
,	O
die	O
hen	O
volgens	O
haar	O
Hoogh	O
Mogende	O
Resolutie	O
van	O
den	O
vyf	O
en	O
twintighsten	O
February	O
seeventien	O
honderd	O
drie	O
en	O
twintigh	O
beletten	O
alhier	O
ter	O
Vergaderinge	O
te	O
compareeren	O
.	O
WAAR	O
op	O
gedelibereert	O
zynde	O
,	O
is	O
goedgevonden	O
en	O
verstaan	O
,	O
mits	O
deesen	O
te	O
verklaaren	O
,	O
dat	O
gemelde	O
Heeren	B-PER
van	I-PER
Dyck	I-PER
en	I-PER
Boudaan	I-PER
aan	O
haar	O
Hoogh	O
Mogende	O
aangenaam	O
zyn	O
,	O
en	O
hebben	O
deselve	O
dienvolgende	O
sessie	O
genoomen	O
.	O
