ONtfangen	O
een	O
Missiive	O
van	O
den	O
Resident	O
van	O
Kinscbot	O
,	O
geschreven	O
te	O
Aken	B-LOC
den	O
aght	O
en	O
twintighsten	O
der	O
voorleede	O
maand	O
,	O
geaddresseert	O
aan	O
den	O
Griffier	O
Fagel	O
,	O
houdende	O
adverseentie	O
;	O
en	O
versoeckende	O
,	O
dat	O
een	O
van	O
'	O
s	O
Lands	O
Jaghten	O
mooge	O
worden	O
gesonden	O
na	O
'	B-LOC
s	I-LOC
Hertogenbosch	I-LOC
,	O
om	O
den	O
Heere	O
Veldmanrschalock	O
Graave	O
van	O
Bathiany	B-LOC
van	O
daar	O
af	O
te	O
haalen	O
;	O
sullende	O
hy	O
Resident	O
haar	O
Hoogh	O
Mogende	O
nader	O
informeeren	O
van	O
den	O
dagh	O
van	O
het	O
vertreck	O
van	O
gemelden	O
Heere	O
Graave	O
van	O
Bathiany	B-LOC
.	O
WAAR	O
op	O
gedelibereert	O
zynde	O
,	O
is	O
goedgevonden	O
en	O
verstaan	O
,	O
mits	O
deesen	O
te	O
versoecken	O
den	O
Raad	O
van	O
Staate	O
,	O
om	O
een	O
van	O
'	O
s	O
Lands	O
Jaghten	O
te	O
senden	O
na	O
'	B-LOC
s	I-LOC
Herrogenbosch	I-LOC
,	O
om	O
den	O
Heere	O
Veldmarschalck	O
Graave	O
van	O
Bathiany	B-LOC
van	O
daar	O
af	O
te	O
haalen	O
.	O
