ONtfangen	O
een	O
Missive	O
van	O
den	O
SecretaTis	O
Lucius	O
,	O
geschreven	O
te	O
Mentz	B-LOC
den	O
30	O
der	O
voorleeden	O
maand	O
,	O
geaddresseert	O
aan	O
den	O
Griffier	O
Fagel	O
,	O
houdende	O
advertentie	O
,	O
en	O
zendende	O
daar	O
nevens	O
een	O
Publicatie	O
aangaande	O
zeekere	O
valsche	O
Munten	O
die	O
men	O
aldaar	O
ontdekt	O
hadde	O
,	O
waar	O
aan	O
zig	O
was	O
gedraagende	O
:	O
zynde	O
men	O
berig	O
met	O
het	O
doen	O
van	O
onderzoek	O
na	O
de	O
Schuldigen	O
,	O
en	O
hebbende	O
men	O
reeds	O
verscheide	O
Persoonen	O
gearresteert	O
.	O
uit	O
welkers	O
bekentenis	O
gebleeken	O
was	O
,	O
dat	O
'	O
er	O
veele	O
Meedepligtigen	O
zoo	O
binnen	O
als	O
buiten	O
'	O
s	O
Lands	O
moesten	O
zyn	O
;	O
zeggende	O
men	O
ook	O
,	O
dat	O
er	O
aanzienlyke	O
sommen	O
van	O
die	O
valsche	O
Specien	O
na	O
den	O
Nederrhyn	B-LOC
gekomen	O
waren	O
.	O
WAAR	O
op	O
gedelibereert	O
zynde	O
,	O
is	O
goedgevonden	O
en	O
verstaan	O
,	O
dat	O
Copie	O
van	O
de	O
voorsz	O
Missive	O
,	O
voor	O
zoo	O
veel	O
het	O
gemelde	O
point	O
aangaat	O
,	O
en	O
van	O
de	O
gemelde	O
Bylaage	O
,	O
gezonden	O
zal	O
worden	O
aan	O
de	O
Raaden	O
en	O
Generaalmeesters	O
van	O
de	O
Munten	O
deezer	O
Landen	O
,	O
om	O
te	O
strekken	O
tot	O
der	O
zelver	O
natigtinge	O
.	O
