Aengaende	O
voorts	O
het	O
tweede	O
point	O
spreeckende	O
vande	O
suijueringe	O
der	O
Consenten	O
van	O
verleden	O
Jaren	O
,	O
dewyle	O
de	O
voorn	O
Staeten	O
by	O
haere	O
Resolutie	O
opt	O
stuck	O
vande	O
gedraegene	O
Consenten	O
voor	O
desen	O
loopenden	O
Jaere	O
genoemen	O
,	O
ende	O
onlanges	O
ouergesonden	O
,	O
sich	O
desenaengaende	O
genoechsaem	O
verclaert	O
,	O
ende	O
oock	O
alreede	O
heure	O
Gecommitteerden	B-HOE
tot	O
dien	O
fyne	O
gecommitteert	O
hebben	O
,	O
Soo	O
persisteren	O
sy	O
alsnoch	O
byde	O
selue	O
Resolutie	O
,	O
ende	O
versoecken	O
d'andere	O
Prouincien	O
heure	O
Gecommitteerden	B-HOE
mede	O
van	O
gelycken	O
te	O
willen	O
gereet	O
holden	O
,	O
op	O
dat	O
deselue	O
besoingne	O
byde	O
handt	O
genoemen	O
,	O
ende	O
behoorlyck	O
geeffectueert	O
moege	O
worden	O
.	O
