Token	Hoedanigheid	Plaats - Politieke Entiteit	Persoonsaanduiding	Organisatie	Datum	Resolutieverwijzing	Commissie	Overige Naam	Annotatie
Opde	O	O	O	O	O	O	O	O
nadere	O	O	O	O	O	O	O	O
Requeste	O	O	O	O	O	O	O	O
van	O	O	O	O	O	O	O	O
Martinus	O	O	B-PER	O	O	O	O	O	Martinus Ackersdijck als vader ende Voocht van Cornelis Ackersdijck, studerende inde Theologie
Ackersdijck	O	O	I-PER	O	O	O	O	O
als	B-HOE	O	I-PER	O	O	O	O	O	als vader ende Voocht van Cornelis Ackersdijck, studerende inde Theologie
vader	I-HOE	O	I-PER	O	O	O	O	O
ende	I-HOE	O	I-PER	O	O	O	O	O
Voocht	I-HOE	O	I-PER	O	O	O	O	O
van	I-HOE	O	I-PER	O	O	O	O	O
Cornelis	I-HOE	O	B-PER	O	O	O	O	O	Cornelis Ackersdijck, studerende inde Theologie
Ackersdijck	I-HOE	O	I-PER	O	O	O	O	O
,	I-HOE	O	I-PER	O	O	O	O	O
studerende	B-HOE	O	I-PER	O	O	O	O	O	studerende inde Theologie
inde	I-HOE	O	I-PER	O	O	O	O	O
Theologie	I-HOE	O	I-PER	O	O	O	O	O
,	O	O	O	O	O	O	O	O
raeckende	O	O	O	O	O	O	O	O
de	O	O	O	O	O	O	O	O
questie	O	O	O	O	O	O	O	O
ende	O	O	O	O	O	O	O	O
disputen	O	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O	O
hij	O	O	O	O	O	O	O	O
uijtstaende	O	O	O	O	O	O	O	O
heeft	O	O	O	O	O	O	O	O
jegens	O	O	O	O	O	O	O	O
Jan	O	O	B-PER	O	O	O	O	O	Jan Lievens, burger tot s'Hertogenbasch
Lievens	O	O	I-PER	O	O	O	O	O
,	O	O	I-PER	O	O	O	O	O
burger	B-HOE	O	I-PER	O	O	O	O	O	burger tot s'Hertogenbasch
tot	I-HOE	O	I-PER	O	O	O	O	O
s'Hertogenbasch	I-HOE	B-LOC	I-PER	O	O	O	O	O	s'Hertogenbasch
,	O	O	O	O	O	O	O	O
over	O	O	O	O	O	O	O	O
t	O	O	O	O	O	O	O	O
'	O	O	O	O	O	O	O	O
genoth	O	O	O	O	O	O	O	O
vant	O	O	O	O	O	O	O	O
'	O	O	O	O	O	O	O	O
incomen	O	O	O	O	O	O	O	O
van	O	O	O	O	O	O	O	O
een	O	O	O	O	O	O	O	O
Beurse	O	O	O	O	O	O	O	O
vande	O	O	O	O	O	O	O	O
fundatie	O	O	O	O	O	O	O	O
van	O	O	O	O	O	O	O	O
wijlen	B-HOE	O	B-PER	O	O	O	O	O	wijlen
Hester	O	O	I-PER	O	O	O	O	O
van	O	O	I-PER	O	O	O	O	O
Grunsven	O	O	I-PER	O	O	O	O	O
;	O	O	O	O	O	O	O	O
