18	O
ter	O
Vergaderinge	O
gelelen	O
de	O
Requeste	O
van	O
Pieter	B-PER
Cornets	I-PER
de	I-PER
Groot	I-PER
,	I-PER
Drossaardt	B-HOE
van	I-HOE
Bergen	B-LOC
op	I-LOC
Zoom	I-LOC
,	O
houdende	O
,	O
dat	O
het	O
aan	O
Burgermeesters	B-HOE
en	I-HOE
Scheepenen	I-HOE
der	I-HOE
zelver	I-HOE
Stadt	I-HOE
hadde	O
gelust	O
Requeste	O
tot	O
uytstel	O
aan	O
haar	O
Hoogh	O
Mogende	O
te	O
praesenteeren	O
,	O
op	O
den	O
naam	O
van	O
de	O
Magistraat	B-ORG
,	O
en	O
sy	O
haar	B-RES
Hoogh	I-RES
Mogende	I-RES
daar	I-RES
op	I-RES
genomene	I-RES
Resolutie	I-RES
van	I-RES
den	I-RES
elfden	B-DAT
der	I-DAT
voorlede	I-DAT
maandt	I-DAT
aan	O
hem	O
Suppliant	O
hadde	O
gedaan	O
overgeven	O
,	O
dat	O
hy	O
sigh	O
verplicht	O
vondt	O
,	O
in	O
opsicht	O
van	O
haar	O
mouvement	O
,	O
sijne	O
Requeste	O
aan	O
haar	O
Hoogh	O
Mogende	O
gepratsenteert	O
,	O
te	O
amplieeren	O
,	O
met	O
twee	O
Bewysstucken	O
:	O
als	O
eerstelijck	O
,	O
met	O
een	O
Resolutie	O
van	O
de	O
drie	B-HOE
Leeden	I-HOE
van	I-HOE
den	I-HOE
breeden	I-HOE
Raadt	I-HOE
,	O
de	O
dato	O
den	O
ses	B-DAT
en	I-DAT
twintighsten	I-DAT
April	I-DAT
seventien	I-DAT
hondert	I-DAT
negen	I-DAT
,	O
en	O
de	O
daar	O
op	O
gevolght	O
Compromis	O
tusschen	O
den	O
Prince	B-PER
van	I-PER
Auvergne	B-LOC
en	O
de	O
drie	B-HOE
Leeden	I-HOE
;	O
ten	O
tweeden	O
,	O
met	O
eene	O
Sententie	O
van	O
den	O
Raade	B-ORG
van	I-ORG
Brabandt	B-LOC
gegeven	O
in	O
dato	O
den	O
negen	B-DAT
en	I-DAT
twintighsten	I-DAT
Julii	I-DAT
seventien	I-DAT
hondert	I-DAT
negen	I-DAT
en	I-DAT
twintigh	I-DAT
,	O
tusschen	O
de	O
Magistraat	B-ORG
,	I-ORG
namenglijck	I-ORG
,	I-ORG
Drossaardt	I-ORG
,	I-ORG
Schouteth	I-ORG
,	I-ORG
Burgermeesters	I-ORG
,	I-ORG
Scheepenen	I-ORG
en	I-ORG
Raaden	I-ORG
,	O
ter	O
eenre	O
;	O
en	O
de	O
Leden	B-HOE
van	I-HOE
den	I-HOE
Buyten-Raade	I-HOE
ende	I-HOE
Raadtslieden	I-HOE
,	O
ter	O
andere	O
zyde	O
;	O
verzoeckende	O
hy	O
Suppliant	O
,	O
dat	O
haar	O
Hoogh	O
Mogende	O
de	O
voorschreve	O
Documenten	O
nevens	O
de	O
Middelen	O
in	O
de	O
voorschreve	O
Requeste	O
vervat	O
,	O
gelieven	O
aan	O
te	O
nemen	O
tot	O
ondersteuninge	O
en	O
voor	O
ampliatie	O
van	O
des	O
Suppliants	O
eerst	O
gepraesenteerde	O
Requeste	O
,	O
mitsgaders	O
voor	O
antidotaal	O
tegen	O
de	O
inkomende	O
berichten	O
,	O
en	O
dat	O
haar	O
Hoogh	O
Mogende	O
,	O
zonder	O
aan	O
yemandt	O
meerder	O
of	O
langer	O
uytstel	O
te	O
verleenen	O
,	O
op	O
des	O
Suppliants	O
gepraesenteerde	O
Requeste	O
favorabel	O
gelieven	O
te	O
disponeeren	O
.	O
WAAR	O
op	O
gedelibereert	O
zynde	O
,	O
is	O
goedtgevonden	O
ende	O
verstaan	O
,	O
dat	O
Copie	O
van	O
de	O
voorschreve	O
Requeste	O
gestelt	O
sal	O
werden	O
in	O
handen	O
van	O
de	O
Heeren	B-PER
Torck	I-PER
,	I-COM
ende	I-COM
andere	I-COM
haar	I-COM
Hoogh	I-COM
Mogende	I-COM
Gedeputeerden	I-COM
tot	I-COM
de	I-COM
saacken	I-COM
van	I-COM
de	I-COM
Meyerye	I-COM
van	I-COM
'	I-COM
s	I-COM
Hertogenbosch	I-COM
,	O
om	O
te	O
visiteren	O
,	O
examineeren	O
,	O
en	O
van	O
alles	O
alhier	O
ter	O
Vergaderinge	O
rapport	O
te	O
doen	O
.	O
