Token	Hoedanigheid	Plaats - Politieke Entiteit	Persoonsaanduiding	Organisatie	Datum	Resolutieverwijzing	Commissie	Overige Naam	Annotatie
ONtfangen	O	O	O	O	O	O	O	O
een	O	O	O	O	O	O	O	O
Missive	O	O	O	O	O	O	O	O
van	O	O	O	O	O	O	O	O
den	O	O	O	O	O	O	O	O
Hertogh	B-HOE	O	B-PER	O	O	O	O	O	Hertogh van Brunswyck en Lunenburgh
van	I-HOE	O	I-PER	O	O	O	O	O
Brunswyck	I-HOE	B-LOC	I-PER	O	O	O	O	O	Brunswyck en Lunenburgh
en	I-HOE	I-LOC	I-PER	O	O	O	O	O
Lunenburgh	I-HOE	I-LOC	I-PER	O	O	O	O	O
,	O	O	I-PER	O	O	O	O	O
August	O	O	I-PER	O	O	O	O	O
Wilhelm	O	O	I-PER	O	O	O	O	O
,	O	O	O	O	O	O	O	O
geschreven	O	O	O	O	O	O	O	O
te	O	O	O	O	O	O	O	O
Wolffenbuttel	O	B-LOC	O	O	O	O	O	O	Wolffenbuttel
den	O	O	O	O	O	O	O	O
seven	O	O	O	O	B-DAT	O	O	O	seven en twintighsten der voorlede maendt
en	O	O	O	O	I-DAT	O	O	O
twintighsten	O	O	O	O	I-DAT	O	O	O
der	O	O	O	O	I-DAT	O	O	O
voorlede	O	O	O	O	I-DAT	O	O	O
maendt	O	O	O	O	I-DAT	O	O	O
,	O	O	O	O	O	O	O	O
houdende	O	O	O	O	O	O	O	O
notificatie	O	O	O	O	O	O	O	O
van	O	O	O	O	O	O	O	O
het	O	O	O	O	O	O	O	O
overlyden	O	O	O	O	O	O	O	O
van	O	O	O	O	O	O	O	O
des	O	O	O	O	O	O	O	O
selfs	O	O	O	O	O	O	O	O
Heer	B-HOE	O	B-PER	O	O	O	O	O	Heer Vader
Vader	I-HOE	O	I-PER	O	O	O	O	O
,	O	O	I-PER	O	O	O	O	O
Anthon	O	O	I-PER	O	O	O	O	O
Ulrich	O	O	I-PER	O	O	O	O	O
,	O	O	I-PER	O	O	O	O	O
Hertogh	B-HOE	O	I-PER	O	O	O	O	O	Hertogh van Brunswyck ende Lunenburgh
van	I-HOE	O	I-PER	O	O	O	O	O
Brunswyck	I-HOE	B-LOC	I-PER	O	O	O	O	O	Brunswyck ende Lunenburgh
ende	I-HOE	I-LOC	I-PER	O	O	O	O	O
Lunenburgh	I-HOE	I-LOC	I-PER	O	O	O	O	O
,	O	O	O	O	O	O	O	O
ende	O	O	O	O	O	O	O	O
van	O	O	O	O	O	O	O	O
sijne	O	O	O	O	O	O	O	O
successie	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
de	O	O	O	O	O	O	O	O
Regeringe	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O
WAER	O	O	O	O	O	O	O	O
op	O	O	O	O	O	O	O	O
gedelibereert	O	O	O	O	O	O	O	O
zynde	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O
goetgevonden	O	O	O	O	O	O	O	O
ende	O	O	O	O	O	O	O	O
verstaen	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
dat	O	O	O	O	O	O	O	O
de	O	O	O	O	O	O	O	O
voorschreve	O	O	O	O	O	O	O	O
Missive	O	O	O	O	O	O	O	O
met	O	O	O	O	O	O	O	O
een	O	O	O	O	O	O	O	O
Rescriptie	O	O	O	O	O	O	O	O
van	O	O	O	O	O	O	O	O
condoleantie	O	O	O	O	O	O	O	O
ende	O	O	O	O	O	O	O	O
van	O	O	O	O	O	O	O	O
congratulatie	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
civile	O	O	O	O	O	O	O	O
termen	O	O	O	O	O	O	O	O
sal	O	O	O	O	O	O	O	O
werden	O	O	O	O	O	O	O	O
beantwoordt	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O
