Johanni	B-PER
Polidoris	I-PER
om	O
eenige	O
consideratien	O
toegeleet	O
,	O
ende	O
geaccordeert	O
negen	O
guldens	O
om	O
daermede	O
van	O
hier	O
te	O
vertrecken	O
et	O
ea	O
conditione	O
dat	O
hy	O
voortaen	O
dheeren	B-ORG
Staten	I-ORG
nyet	O
meer	O
moyelyck	O
zal	O
mogen	O
vallen	O
,	O
te	O
betaelen	O
byden	O
Agent	B-HOE
Lauet	I-PER
Wt	I-PER
het	O
zegelreht	O
.	O
Opde	O
Requeste	O
van	O
Wichbol	B-PER
Barels	I-PER
Hopman	B-HOE
Van	I-HOE
het	I-HOE
Vriessche	I-HOE
Regiment	I-HOE
Is	O
geappointeert	O
Adus	O
aenden	O
Raedt	B-ORG
.	O
