Token	Hoedanigheid	Plaats - Politieke Entiteit	Persoonsaanduiding	Organisatie	Datum	Resolutieverwijzing	Commissie	Overige Naam	Annotatie
dit	O	O	O	O	O	O	O	O
Octroy	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
Ontbieden	O	O	O	O	O	O	O	O
daecom	O	O	O	O	O	O	O	O
&	O	O	O	O	O	O	O	O
Is	O	O	O	O	O	O	O	O
gelesen	O	O	O	O	O	O	O	O
seecker	O	O	O	O	O	O	O	O
gescrifte	O	O	O	O	O	O	O	O
gepresenteert	O	O	O	O	O	O	O	O
van	O	O	O	O	O	O	O	O
wegen	O	O	O	O	O	O	O	O
d'heere	O	O	B-PER	O	O	O	O	O	d'heere Jacob van Dyck, Ambassadeur des Conincx van Sweeden
Jacob	O	O	I-PER	O	O	O	O	O
van	O	O	I-PER	O	O	O	O	O
Dyck	O	O	I-PER	O	O	O	O	O
,	O	O	I-PER	O	O	O	O	O
Ambassadeur	B-HOE	O	I-PER	O	O	O	O	O	Ambassadeur des Conincx van Sweeden
des	I-HOE	O	I-PER	O	O	O	O	O
Conincx	B-HOE	O	B-PER	O	O	O	O	O	Conincx van Sweeden
van	I-HOE	O	I-PER	O	O	O	O	O
Sweeden	I-HOE	B-LOC	I-PER	O	O	O	O	O	Sweeden
(	O	O	O	O	O	O	O	O
Inhoudende	O	O	O	O	O	O	O	O
dat	O	O	O	O	O	O	O	O
zyn	O	O	O	O	O	O	O	O
E	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O
vsocht	O	O	O	O	O	O	O	O
hebbende	O	O	O	O	O	O	O	O
van	O	O	O	O	O	O	O	O
wegen	O	O	O	O	O	O	O	O
Syne	B-HOE	O	O	O	O	O	O	O	Syne Mat
Mat	I-HOE	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O
den	O	O	O	O	O	O	O	O
22en	O	O	O	O	B-DAT	O	O	O	22en. Meye lestleden
.	O	O	O	O	I-DAT	O	O	O
Meye	O	O	O	O	I-DAT	O	O	O
lestleden	O	O	O	O	I-DAT	O	O	O
vrydom	O	O	O	O	O	O	O	O
van	O	O	O	O	O	O	O	O
Convoyen	O	O	O	O	O	O	O	O
ende	O	O	O	O	O	O	O	O
licenten	O	O	O	O	O	O	O	O
van	O	O	O	O	O	O	O	O
alle	O	O	O	O	O	O	O	O
innecommende	O	O	O	O	O	O	O	O
cooperen	O	O	O	O	O	O	O	O
zyne	B-HOE	O	O	O	O	O	O	O	zyne Mat
Mat	I-HOE	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O
toecommende	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
hare	O	O	O	O	O	O	O	O
ho	O	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O	O
Mo	O	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O	O
te	O	O	O	O	O	O	O	O
dier	O	O	O	O	O	O	O	O
tyt	O	O	O	O	O	O	O	O
daerinne	O	O	O	O	O	O	O	O
hadden	O	O	O	O	O	O	O	O
geconsenteert	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
ende	O	O	O	O	O	O	O	O
daerouer	O	O	O	O	O	O	O	O
gescreuen	O	O	O	O	O	O	O	O
aende	O	O	O	O	O	O	O	O
Collegien	O	O	O	B-ORG	O	O	O	O	Collegien ter Admiraliteyt binnen Rotterdam, en Amstelredam
ter	O	O	O	I-ORG	O	O	O	O
Admiraliteyt	O	O	O	I-ORG	O	O	O	O
binnen	O	O	O	I-ORG	O	O	O	O
Rotterdam	O	O	O	I-ORG	O	O	O	O
,	O	O	O	I-ORG	O	O	O	O
en	O	O	O	I-ORG	O	O	O	O
Amstelredam	O	O	O	I-ORG	O	O	O	O
,	O	O	O	O	O	O	O	O
Maer	O	O	O	O	O	O	O	O
alsoo	O	O	O	O	O	O	O	O
int	O	O	O	O	O	O	O	O
voors	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O
scryuen	O	O	O	O	O	O	O	O
ende	O	O	O	O	O	O	O	O
Acte	O	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O
abuys	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O
gestelt	O	O	O	O	O	O	O	O
geweest	O	O	O	O	O	O	O	O
inde	O	O	O	O	O	O	O	O
plaetse	O	O	O	O	O	O	O	O
van	O	O	O	O	O	O	O	O
acht	O	O	O	O	O	O	O	O
hondert	O	O	O	O	O	O	O	O
Schipponden	O	O	O	O	O	O	O	O
acht	O	O	O	O	O	O	O	O
duysent	O	O	O	O	O	O	O	O
Schipponden	O	O	O	O	O	O	O	O
Gemerckt	O	O	O	O	O	O	O	O
mede	O	O	O	O	O	O	O	O
dat	O	O	O	O	O	O	O	O
Syne	B-HOE	O	O	O	O	O	O	O	Syne Mat
Mat	I-HOE	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O
Reedert	O	O	O	O	O	O	O	O
noch	O	O	O	O	O	O	O	O
meerder	O	O	O	O	O	O	O	O
quantiteyt	O	O	O	O	O	O	O	O
nae	O	O	O	O	O	O	O	O
dese	O	O	O	O	O	O	O	O
landen	O	O	O	O	O	O	O	O
hadde	O	O	O	O	O	O	O	O
gesonden	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
daervan	O	O	O	O	O	O	O	O
alreede	O	O	O	O	O	O	O	O
ouer	O	O	O	O	O	O	O	O
de	O	O	O	O	O	O	O	O
derthien	O	O	O	O	O	O	O	O
hondert	O	O	O	O	O	O	O	O
Schipponden	O	O	O	O	O	O	O	O
tot	O	O	O	O	O	O	O	O
Amsterdam	O	B-LOC	O	O	O	O	O	O	Amsterdam
waeren	O	O	O	O	O	O	O	O
gearriueert	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
ende	O	O	O	O	O	O	O	O
opgedaen	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
ende	O	O	O	O	O	O	O	O
noch	O	O	O	O	O	O	O	O
alle	O	O	O	O	O	O	O	O
dagen	O	O	O	O	O	O	O	O
meerder	O	O	O	O	O	O	O	O
quantiteyt	O	O	O	O	O	O	O	O
verwacht	O	O	O	O	O	O	O	O
werden	O	O	O	O	O	O	O	O
tot	O	O	O	O	O	O	O	O
de	O	O	O	O	O	O	O	O
nombre	O	O	O	O	O	O	O	O
van	O	O	O	O	O	O	O	O
twee	O	O	O	O	O	O	O	O
duysent	O	O	O	O	O	O	O	O
vyff	O	O	O	O	O	O	O	O
hondert	O	O	O	O	O	O	O	O
Schipponden	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O	O
Syne	B-HOE	O	O	O	O	O	O	O	Syne Mat
Mat	I-HOE	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O
hadde	O	O	O	O	O	O	O	O
laten	O	O	O	O	O	O	O	O
verassureren	O	O	O	O	O	O	O	O
hadde	O	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O	O
voors	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O
heere	B-HOE	O	O	O	O	O	O	O	heere Ambassadeur
Ambassadeur	I-HOE	O	O	O	O	O	O	O
vsocht	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
dat	O	O	O	O	O	O	O	O
de	O	O	O	O	O	O	O	O
eerste	O	O	O	O	O	O	O	O
acte	O	O	O	O	O	O	O	O
som	O	O	O	O	O	O	O	O
te	O	O	O	O	O	O	O	O
eviteren	O	O	O	O	O	O	O	O
alle	O	O	O	O	O	O	O	O
abusen	O	O	O	O	O	O	O	O
soude	O	O	O	O	O	O	O	O
mogen	O	O	O	O	O	O	O	O
werden	O	O	O	O	O	O	O	O
geredresseert	O	O	O	O	O	O	O	O
op	O	O	O	O	O	O	O	O
het	O	O	O	O	O	O	O	O
rechte	O	O	O	O	O	O	O	O
getal	O	O	O	O	O	O	O	O
ende	O	O	O	O	O	O	O	O
gewichte	O	O	O	O	O	O	O	O
vande	O	O	O	O	O	O	O	O
voors	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O
cooperen	O	O	O	O	O	O	O	O
naementlyck	O	O	O	O	O	O	O	O
van	O	O	O	O	O	O	O	O
acht	O	O	O	O	O	O	O	O
hondert	O	O	O	O	O	O	O	O
Schipponden	O	O	O	O	O	O	O	O
inde	O	O	O	O	O	O	O	O
plaetsse	O	O	O	O	O	O	O	O
vande	O	O	O	O	O	O	O	O
acht	O	O	O	O	O	O	O	O
duysent	O	O	O	O	O	O	O	O
Schipponden	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
Ende	O	O	O	O	O	O	O	O
dat	O	O	O	O	O	O	O	O
hare	O	O	O	O	O	O	O	O
ho	O	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O	O
Mo	O	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O	O
souden	O	O	O	O	O	O	O	O
gelieuen	O	O	O	O	O	O	O	O
te	O	O	O	O	O	O	O	O
verleenen	O	O	O	O	O	O	O	O
