inv_num	text_region_id	line_ids	scan_num	page_num	year	month_num	day_num	second_session	check	date_type	unrecognized_type	session_day_num	scan_id	scan_viewer_url
3102	NL-HaNA_1.01.02_3102_0005-text_region-2973-107-371-229		5	9	1579	1	1.0	0		header			NL-HaNA_1.01.02_3102_0005	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0005
3102	NL-HaNA_1.01.02_3102_0005-text_region-3623-254-1191-499		5	9	1579	1	1.0	0		start			NL-HaNA_1.01.02_3102_0005	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0005
3102	NL-HaNA_1.01.02_3102_0006-text_region-1131-1354-1124-191		6	10	1579	1	2.0	0		start			NL-HaNA_1.01.02_3102_0006	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0006
3102	NL-HaNA_1.01.02_3102_0006-text_region-2881-140-552-146		6	11	1579	1	2.0	0		header			NL-HaNA_1.01.02_3102_0006	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0006
3102	NL-HaNA_1.01.02_3102_0006-text_region-3394-2531-1359-164		6	11	1579	1	2.0	0		start			NL-HaNA_1.01.02_3102_0006	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0006
3102	NL-HaNA_1.01.02_3102_0007-text_region-920-516-1427-197		7	12	1579	1	3.0	0		start			NL-HaNA_1.01.02_3102_0007	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0007
3102	NL-HaNA_1.01.02_3102_0007-text_region-2904-145-571-157		7	13	1579	1	3.0	0		header			NL-HaNA_1.01.02_3102_0007	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0007
3102	NL-HaNA_1.01.02_3102_0007-text_region-3634-195-450-132		7	13	1579	1	3.0	0		start			NL-HaNA_1.01.02_3102_0007	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0007
3102	NL-HaNA_1.01.02_3102_0007-text_region-3704-1741-793-176		7	13	1579	1	4.0	0		start			NL-HaNA_1.01.02_3102_0007	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0007
3102	NL-HaNA_1.01.02_3102_0008-text_region-2715-107-712-207		8	15	1579	1	4.0	0		header			NL-HaNA_1.01.02_3102_0008	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0008
3102	NL-HaNA_1.01.02_3102_0008-text_region-3331-3162-1035-92		8	15	1579	1	5.0	0		start			NL-HaNA_1.01.02_3102_0008	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0008
3102	NL-HaNA_1.01.02_3102_0008-text_region-3588-758-741-151		8	15	1579	1	5.0	0		start			NL-HaNA_1.01.02_3102_0008	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0008
3102	NL-HaNA_1.01.02_3102_0009-text_region-1254-2205-842-179		9	16	1579	1	6.0	0		start			NL-HaNA_1.01.02_3102_0009	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0009
3102	NL-HaNA_1.01.02_3102_0009-text_region-2792-126-702-93		9	17	1579	1	6.0	0		header			NL-HaNA_1.01.02_3102_0009	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0009
3102	NL-HaNA_1.01.02_3102_0009-text_region-3519-3057-931-260		9	17	1579	1	6.0	0		start			NL-HaNA_1.01.02_3102_0009	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0009
3102	NL-HaNA_1.01.02_3102_0010-text_region-901-240-1316-151		10	18	1579	1	7.0	0		start			NL-HaNA_1.01.02_3102_0010	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0010
3102	NL-HaNA_1.01.02_3102_0010-text_region-1399-2174-489-132		10	18	1579	1	7.0	0		start			NL-HaNA_1.01.02_3102_0010	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0010
3102	NL-HaNA_1.01.02_3102_0010-text_region-2838-121-513-132		10	19	1579	1	7.0	0		header			NL-HaNA_1.01.02_3102_0010	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0010
3102	NL-HaNA_1.01.02_3102_0010-text_region-3515-1747-1001-230		10	19	1579	1	8.0	0		start			NL-HaNA_1.01.02_3102_0010	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0010
3102	NL-HaNA_1.01.02_3102_0011-text_region-1321-960-604-144		11	20	1579	1	8.0	0		start			NL-HaNA_1.01.02_3102_0011	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0011
3102	NL-HaNA_1.01.02_3102_0011-text_region-2900-424-378-120		11	21	1579	1	9.0	0		header			NL-HaNA_1.01.02_3102_0011	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0011
3102	NL-HaNA_1.01.02_3102_0011-text_region-3410-598-1304-237		11	21	1579	1	9.0	0		start			NL-HaNA_1.01.02_3102_0011	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0011
3102	NL-HaNA_1.01.02_3102_0012-text_region-2680-122-727-231		12	23	1579	1	9.0	0		header			NL-HaNA_1.01.02_3102_0012	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0012
3102	NL-HaNA_1.01.02_3102_0012-text_region-3642-1957-712-221		12	23	1579	1	10.0	0		start			NL-HaNA_1.01.02_3102_0012	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0012
3102	NL-HaNA_1.01.02_3102_0013-text_region-2908-116-624-116		13	25	1579	1	10.0	0		header			NL-HaNA_1.01.02_3102_0013	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0013
3102	NL-HaNA_1.01.02_3102_0013-text_region-3826-1509-789-143		13	25	1579	1	11.0	0		start			NL-HaNA_1.01.02_3102_0013	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0013
3102	NL-HaNA_1.01.02_3102_0014-text_region-1309-2308-861-193		14	26	1579	1	12.0	0		start			NL-HaNA_1.01.02_3102_0014	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0014
3102	NL-HaNA_1.01.02_3102_0014-text_region-3355-127-1107-77		14	27	1579	1	12.0	0		header			NL-HaNA_1.01.02_3102_0014	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3102/file/NL-HaNA_1.01.02_3102_0014
