inv_num	text_region_id	line_ids	scan_id	scan_num	page_num	year	month_num	day_num	date_type
4761		NL-HaNA_1.01.02_4761_0014-line-3842-539-1183-212	NL-HaNA_1.01.02_4761_0014	14	27	1777	1	3	start
4761		NL-HaNA_1.01.02_4761_0017-line-3746-1957-1302-152	NL-HaNA_1.01.02_4761_0017	17	33	1777	1	9	start
4761		NL-HaNA_1.01.02_4761_0034-line-3595-1518-1269-112	NL-HaNA_1.01.02_4761_0034	34	67	1777	1	10	start
4761		NL-HaNA_1.01.02_4761_0035-line-1375-160-1209-196	NL-HaNA_1.01.02_4761_0035	35	68	1777	1	13	start
4761		NL-HaNA_1.01.02_4761_0035-line-3658-163-1333-175	NL-HaNA_1.01.02_4761_0035	35	69	1777	1	15	start
4761		NL-HaNA_1.01.02_4761_0036-line-1206-2951-1267-127	NL-HaNA_1.01.02_4761_0036	36	70	1777	1	16	start
4761		NL-HaNA_1.01.02_4761_0036-line-3628-917-1352-168	NL-HaNA_1.01.02_4761_0036	36	71	1777	1	22	start
4761		NL-HaNA_1.01.02_4761_0037-line-1359-1005-1208-198	NL-HaNA_1.01.02_4761_0037	37	72	1777	1	27	start
4761		NL-HaNA_1.01.02_4761_0039-line-3707-3371-1279-208	NL-HaNA_1.01.02_4761_0039	39	77	1777	2	3	start
4761		NL-HaNA_1.01.02_4761_0040-line-3720-1269-1273-155	NL-HaNA_1.01.02_4761_0040	40	79	1777	2	4	start
4761		NL-HaNA_1.01.02_4761_0040-line-3778-3318-1203-140	NL-HaNA_1.01.02_4761_0040	40	79	1777	2	10	start
4761		NL-HaNA_1.01.02_4761_0043-line-1348-1411-1250-155	NL-HaNA_1.01.02_4761_0043	43	84	1777	2	11	start
4761		NL-HaNA_1.01.02_4761_0043-line-3704-154-1283-181	NL-HaNA_1.01.02_4761_0043	43	85	1777	3	12	start
4761		NL-HaNA_1.01.02_4761_0047-line-1374-1296-1248-190	NL-HaNA_1.01.02_4761_0047	47	92	1777	3	11	start
4761		NL-HaNA_1.01.02_4761_0047-line-1383-3125-1178-203	NL-HaNA_1.01.02_4761_0047	47	92	1777	3	17	start
4761		NL-HaNA_1.01.02_4761_0047-line-3712-1269-1301-172	NL-HaNA_1.01.02_4761_0047	47	93	1777	3	18	start
4761		NL-HaNA_1.01.02_4761_0047-line-3776-3099-1200-131	NL-HaNA_1.01.02_4761_0047	47	93	1777	3	21	start
4761		NL-HaNA_1.01.02_4761_0048-line-1372-2490-1156-205	NL-HaNA_1.01.02_4761_0048	48	94	1777	3	24	start
4761		NL-HaNA_1.01.02_4761_0048-line-3678-1850-1257-170	NL-HaNA_1.01.02_4761_0048	48	95	1777	4	1	start
4761		NL-HaNA_1.01.02_4761_0051-line-1369-1183-1167-145	NL-HaNA_1.01.02_4761_0051	51	100	1777	4	3	start
4761		NL-HaNA_1.01.02_4761_0051-line-3703-1178-1257-170	NL-HaNA_1.01.02_4761_0051	51	101	1777	4	8	start
4761		NL-HaNA_1.01.02_4761_0051-line-3697-3136-1283-162	NL-HaNA_1.01.02_4761_0051	51	101	1777	4	11	start
4761		NL-HaNA_1.01.02_4761_0052-line-1291-1052-1282-204	NL-HaNA_1.01.02_4761_0052	52	102	1777	4	15	start
4761		NL-HaNA_1.01.02_4761_0053-line-1371-1157-1197-158	NL-HaNA_1.01.02_4761_0053	53	104	1777	4	18	start
4761		NL-HaNA_1.01.02_4761_0053-line-1274-2700-1281-174	NL-HaNA_1.01.02_4761_0053	53	104	1777	4	28	start
4761		NL-HaNA_1.01.02_4761_0054-line-1333-908-1244-148	NL-HaNA_1.01.02_4761_0054	54	106	1777	4	30	start
