inv_num	text_region_id	line_ids	scan_num	page_num	year	month_num	day_num	second_session	check	date_type	unrecognized_type	session_day_num	scan_id	scan_viewer_url	date
3108		NL-HaNA_1.01.02_3108_0004-line-3884-888-1201-160	4	7	1582	1	29	0		start			NL-HaNA_1.01.02_3108_04.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_04.0	1582-01-29
3108	NL-HaNA_1.01.02_3108_0004-text_region-3843-3076-328-167		4	7	1582	1	30	0		start			NL-HaNA_1.01.02_3108_04.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_04.0	1582-01-30
3108	NL-HaNA_1.01.02_3108_0005-text_region-963-1168-1578-366		5	8	1582	1	31	0		start			NL-HaNA_1.01.02_3108_05.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_05.0	1582-01-31
3108	NL-HaNA_1.01.02_3108_0005-text_region-3547-2082-1615-554		5	9	1582	2	2	0		start			NL-HaNA_1.01.02_3108_05.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_05.0	1582-02-02
3108	NL-HaNA_1.01.02_3108_0006-text_region-3561-820-1575-460		6	11	1582	2	3	0		start			NL-HaNA_1.01.02_3108_06.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_06.0	1582-02-03
3108	NL-HaNA_1.01.02_3108_0006-text_region-3603-3082-1079-333		6	11	1582	2	4	0		start			NL-HaNA_1.01.02_3108_06.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_06.0	1582-02-04
3108	NL-HaNA_1.01.02_3108_0007-text_region-1675-449-730-349		7	12	1582	2	5	0		start			NL-HaNA_1.01.02_3108_07.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_07.0	1582-02-05
3108	NL-HaNA_1.01.02_3108_0007-text_region-1706-1626-616-270		7	12	1582	2	6	0		start			NL-HaNA_1.01.02_3108_07.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_07.0	1582-02-06
3108	NL-HaNA_1.01.02_3108_0007-text_region-1164-2653-1373-362		7	12	1582	2	7	0		start			NL-HaNA_1.01.02_3108_07.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_07.0	1582-02-07
3108	NL-HaNA_1.01.02_3108_0007-text_region-3389-2474-1700-437		7	13	1582	2	8	0		start			NL-HaNA_1.01.02_3108_07.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_07.0	1582-02-08
3108	NL-HaNA_1.01.02_3108_0008-text_region-1015-696-1501-479		8	14	1582	2	9	0		start			NL-HaNA_1.01.02_3108_08.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_08.0	1582-02-09
3108	NL-HaNA_1.01.02_3108_0008-text_region-912-2417-1604-381		8	14	1582	2	10	0		start			NL-HaNA_1.01.02_3108_08.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_08.0	1582-02-10
3108	NL-HaNA_1.01.02_3108_0008-text_region-3709-1261-1174-405		8	15	1582	2	11	0		start	unrecognized_start_recto	11/2	NL-HaNA_1.01.02_3108_08.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_08.0	1582-02-11
3108	NL-HaNA_1.01.02_3108_0008-text_region-3439-1154-1713-925		8	15	1582	2	12	0		start			NL-HaNA_1.01.02_3108_08.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_08.0	1582-02-12
3108	NL-HaNA_1.01.02_3108_0008-text_region-3424-2868-1738-278		8	15	1582	2	13	0		start			NL-HaNA_1.01.02_3108_08.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_08.0	1582-02-13
3108		NL-HaNA_1.01.02_3108_0009-line-1479-1255-947-157	9	16	1582	2	14	0		start			NL-HaNA_1.01.02_3108_09.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_09.0	1582-02-14
3108	NL-HaNA_1.01.02_3108_0009-text_region-1385-2318-1109-238		9	16	1582	2	15	0		start	unrecognized_start_verso	15/2	NL-HaNA_1.01.02_3108_09.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_09.0	1582-02-15
3108	NL-HaNA_1.01.02_3108_0009-text_region-3589-117-1423-546		9	17	1582	2	16	0	start_in_header_position	start			NL-HaNA_1.01.02_3108_09.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_09.0	1582-02-16
3108	NL-HaNA_1.01.02_3108_0009-text_region-3631-1043-1576-508		9	17	1582	2	17	0		start			NL-HaNA_1.01.02_3108_09.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_09.0	1582-02-17
3108	NL-HaNA_1.01.02_3108_0009-text_region-3525-2772-1629-620		9	17	1582	2	18	0		start			NL-HaNA_1.01.02_3108_09.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_09.0	1582-02-18
3108	NL-HaNA_1.01.02_3108_0010-text_region-1232-266-1078-474		10	18	1582	2	19	0		start			NL-HaNA_1.01.02_3108_10.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_10.0	1582-02-19
3108	NL-HaNA_1.01.02_3108_0010-text_region-758-1312-1758-604		10	18	1582	2	20	0		start			NL-HaNA_1.01.02_3108_10.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_10.0	1582-02-20
3108	NL-HaNA_1.01.02_3108_0010-text_region-732-1763-1784-534		10	18	1582	2	21	0		start			NL-HaNA_1.01.02_3108_10.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_10.0	1582-02-21
3108	NL-HaNA_1.01.02_3108_0010-text_region-3372-1883-1774-447		10	19	1582	2	22	0		start			NL-HaNA_1.01.02_3108_10.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_10.0	1582-02-22
3108	NL-HaNA_1.01.02_3108_0010-text_region-3625-2994-1485-261		10	19	1582	2	23	0		start			NL-HaNA_1.01.02_3108_10.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_10.0	1582-02-23
3108	NL-HaNA_1.01.02_3108_0011-text_region-981-1806-1541-448		11	20	1582	2	24	0		start			NL-HaNA_1.01.02_3108_11.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_11.0	1582-02-24
3108	NL-HaNA_1.01.02_3108_0011-text_region-3691-1806-1509-471		11	21	1582	2	25	0		start			NL-HaNA_1.01.02_3108_11.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_11.0	1582-02-25
3108	NL-HaNA_1.01.02_3108_0012-text_region-3495-1779-1699-442		12	23	1582	2	26	0		start			NL-HaNA_1.01.02_3108_12.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_12.0	1582-02-26
3108	NL-HaNA_1.01.02_3108_0013-text_region-1204-2639-1299-531		13	24	1582	2	27	0		start			NL-HaNA_1.01.02_3108_13.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_13.0	1582-02-27
3108	NL-HaNA_1.01.02_3108_0013-text_region-3593-1949-1575-701		13	25	1582	2	28	0		start			NL-HaNA_1.01.02_3108_13.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_13.0	1582-02-28
3108	NL-HaNA_1.01.02_3108_0014-text_region-1217-2858-1295-336		14	26	1582	3	1	0		start			NL-HaNA_1.01.02_3108_14.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_14.0	1582-03-01
3108	NL-HaNA_1.01.02_3108_0015-text_region-1072-685-1335-401		15	28	1582	3	2	0		start			NL-HaNA_1.01.02_3108_15.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_15.0	1582-03-02
3108	NL-HaNA_1.01.02_3108_0015-text_region-1041-1536-1491-400		15	28	1582	3	3	0		start			NL-HaNA_1.01.02_3108_15.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_15.0	1582-03-03
3108	NL-HaNA_1.01.02_3108_0016-text_region-2742-126-717-301		16	31	1582	3	3	0		header			NL-HaNA_1.01.02_3108_16.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_16.0	1582-03-03
3108	NL-HaNA_1.01.02_3108_0017-text_region-932-1120-1601-1153		17	32	1582	3	4	0		start			NL-HaNA_1.01.02_3108_17.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_17.0	1582-03-04
3108	NL-HaNA_1.01.02_3108_0017-text_region-1290-1525-932-168		17	32	1582	3	5	0		start	unrecognized_start_verso	5/3	NL-HaNA_1.01.02_3108_17.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_17.0	1582-03-05
3108	NL-HaNA_1.01.02_3108_0017-text_region-3553-1698-1611-418		17	33	1582	3	6	0		start			NL-HaNA_1.01.02_3108_17.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_17.0	1582-03-06
3108	NL-HaNA_1.01.02_3108_0018-text_region-997-1625-1589-493		18	34	1582	3	7	0		start			NL-HaNA_1.01.02_3108_18.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_18.0	1582-03-07
3108	NL-HaNA_1.01.02_3108_0019-text_region-1463-432-944-161		19	36	1582	3	8	0		start	unrecognized_start_verso	8/3	NL-HaNA_1.01.02_3108_19.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_19.0	1582-03-08
3108	NL-HaNA_1.01.02_3108_0020-text_region-1286-659-1223-472		20	38	1582	3	9	0		start			NL-HaNA_1.01.02_3108_20.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_20.0	1582-03-09
3108	NL-HaNA_1.01.02_3108_0020-text_region-3941-3117-612-111		20	39	1582	3	10	0		start	unrecognized_start_recto	10/3	NL-HaNA_1.01.02_3108_20.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_20.0	1582-03-10
3108	NL-HaNA_1.01.02_3108_0021-text_region-2740-93-767-287		21	41	1582	3	10	0		header			NL-HaNA_1.01.02_3108_21.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_21.0	1582-03-10
3108	NL-HaNA_1.01.02_3108_0022-text_region-915-1449-1662-692		22	42	1582	3	11	0		start	unrecognized_start_verso	11/3	NL-HaNA_1.01.02_3108_22.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_22.0	1582-03-11
3108	NL-HaNA_1.01.02_3108_0022-text_region-992-1121-1592-1002		22	42	1582	3	12	0		start			NL-HaNA_1.01.02_3108_22.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_22.0	1582-03-12
3108	NL-HaNA_1.01.02_3108_0023-text_region-1194-2829-1344-364		23	44	1582	3	13	0		start			NL-HaNA_1.01.02_3108_23.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_23.0	1582-03-13
3108	NL-HaNA_1.01.02_3108_0023-text_region-3512-2405-1595-408		23	45	1582	3	14	0		start			NL-HaNA_1.01.02_3108_23.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_23.0	1582-03-14
3108	NL-HaNA_1.01.02_3108_0024-text_region-1164-1710-1343-342		24	46	1582	3	15	0		start			NL-HaNA_1.01.02_3108_24.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_24.0	1582-03-15
3108	NL-HaNA_1.01.02_3108_0024-text_region-3410-2118-1671-450		24	47	1582	3	16	0		start			NL-HaNA_1.01.02_3108_24.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_24.0	1582-03-16
3108	NL-HaNA_1.01.02_3108_0025-text_region-2776-98-752-296		25	49	1582	3	16	0		header			NL-HaNA_1.01.02_3108_25.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_25.0	1582-03-16
3108	NL-HaNA_1.01.02_3108_0026-text_region-791-211-1638-439		26	50	1582	3	17	0		start			NL-HaNA_1.01.02_3108_26.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_26.0	1582-03-17
3108	NL-HaNA_1.01.02_3108_0027-text_region-3069-379-1705-317		27	53	1582	3	18	0	start_in_header_position	start	unrecognized_start_recto	18/3	NL-HaNA_1.01.02_3108_27.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_27.0	1582-03-18
3108	NL-HaNA_1.01.02_3108_0027-text_region-3563-1815-1471-444		27	53	1582	3	19	0	start_in_header_position	start			NL-HaNA_1.01.02_3108_27.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_27.0	1582-03-19
3108	NL-HaNA_1.01.02_3108_0028-text_region-3659-1298-1182-363		28	55	1582	3	20	0		start			NL-HaNA_1.01.02_3108_28.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_28.0	1582-03-20
3108	NL-HaNA_1.01.02_3108_0029-text_region-1353-3055-707-96		29	56	1582	3	21	0		start	unrecognized_start_verso	21/3	NL-HaNA_1.01.02_3108_29.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_29.0	1582-03-21
3108	NL-HaNA_1.01.02_3108_0029-text_region-3538-786-877-378		29	57	1582	3	22	0		start			NL-HaNA_1.01.02_3108_29.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_29.0	1582-03-22
3108	NL-HaNA_1.01.02_3108_0030-text_region-4308-386-398-216		30	59	1582	3	23	0	start_in_header_position	start			NL-HaNA_1.01.02_3108_30.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_30.0	1582-03-23
3108	NL-HaNA_1.01.02_3108_0031-text_region-893-2730-1318-374		31	60	1582	3	24	0		start			NL-HaNA_1.01.02_3108_31.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_31.0	1582-03-24
3108	NL-HaNA_1.01.02_3108_0032-text_region-3672-3076-771-173		32	63	1582	3	25	0		start	unrecognized_start_recto	25/3	NL-HaNA_1.01.02_3108_32.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_32.0	1582-03-25
3108	NL-HaNA_1.01.02_3108_0033-text_region-1143-321-1137-363		33	64	1582	3	26	0		start			NL-HaNA_1.01.02_3108_33.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_33.0	1582-03-26
3108	NL-HaNA_1.01.02_3108_0034-text_region-885-1517-1568-520		34	66	1582	3	27	0		start			NL-HaNA_1.01.02_3108_34.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_34.0	1582-03-27
3108	NL-HaNA_1.01.02_3108_0034-text_region-895-2768-1442-352		34	66	1582	3	28	0		start			NL-HaNA_1.01.02_3108_34.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_34.0	1582-03-28
3108	NL-HaNA_1.01.02_3108_0034-text_region-3617-1977-1427-450		34	67	1582	3	29	0		start			NL-HaNA_1.01.02_3108_34.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_34.0	1582-03-29
3108	NL-HaNA_1.01.02_3108_0035-text_region-1158-2715-992-288		35	68	1582	3	30	0		start			NL-HaNA_1.01.02_3108_35.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_35.0	1582-03-30
3108	NL-HaNA_1.01.02_3108_0035-text_region-3394-2443-1518-478		35	69	1582	3	31	0		start			NL-HaNA_1.01.02_3108_35.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_35.0	1582-03-31
3108	NL-HaNA_1.01.02_3108_0036-text_region-3680-1598-1399-379		36	71	1582	4	1	0		start			NL-HaNA_1.01.02_3108_36.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_36.0	1582-04-01
3108	NL-HaNA_1.01.02_3108_0037-text_region-3644-1270-1435-462		37	73	1582	4	2	0		start			NL-HaNA_1.01.02_3108_37.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_37.0	1582-04-02
3108	NL-HaNA_1.01.02_3108_0038-text_region-3648-2224-1466-334		38	75	1582	4	3	0		start			NL-HaNA_1.01.02_3108_38.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_38.0	1582-04-03
3108	NL-HaNA_1.01.02_3108_0040-text_region-3513-1955-1571-825		40	79	1582	4	5	0		start			NL-HaNA_1.01.02_3108_40.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_40.0	1582-04-05
3108	NL-HaNA_1.01.02_3108_0041-text_region-2728-101-699-322		41	81	1582	4	5	0		header			NL-HaNA_1.01.02_3108_41.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_41.0	1582-04-05
3108	NL-HaNA_1.01.02_3108_0042-text_region-3509-1321-1441-396		42	83	1582	4	6	0		start			NL-HaNA_1.01.02_3108_42.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_42.0	1582-04-06
3108	NL-HaNA_1.01.02_3108_0043-text_region-3367-2699-1607-407		43	85	1582	4	7	0		start			NL-HaNA_1.01.02_3108_43.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_43.0	1582-04-07
3108	NL-HaNA_1.01.02_3108_0044-text_region-3393-1200-1648-1298		44	87	1582	4	8	0		start			NL-HaNA_1.01.02_3108_44.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_44.0	1582-04-08
3108	NL-HaNA_1.01.02_3108_0044-text_region-3458-2187-1385-307		44	87	1582	4	9	0		start	unrecognized_start_recto	9/4	NL-HaNA_1.01.02_3108_44.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3108/file/NL-HaNA_1.01.02_3108_44.0	1582-04-09
