inv_num	text_region_id	line_ids	scan_num	page_num	year	month_num	day_num	second_session	check	date_type	unrecognized_type	session_day_num	scan_id	scan_viewer_url	date
3120	NL-HaNA_1.01.02_3120_0006-text_region-3640-1394-862-287		6.0	11.0	1588.0	1.0	1.0	0.0		start			NL-HaNA_1.01.02_3120_06.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3120/file/NL-HaNA_1.01.02_3120_06.0	1588-01-01
3120	NL-HaNA_1.01.02_3120_0008-text_region-3523-2388-1121-298		8.0	15.0	1588.0	1.0	2.0	0.0		start	unrecognized_start_recto	2/1	NL-HaNA_1.01.02_3120_08.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3120/file/NL-HaNA_1.01.02_3120_08.0	1588-01-02
3120	NL-HaNA_1.01.02_3120_0010-text_region-2685-77-466-158		10.0	19.0	1588.0	1.0	2.0	0.0		header			NL-HaNA_1.01.02_3120_10.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3120/file/NL-HaNA_1.01.02_3120_10.0	1588-01-02
3120	NL-HaNA_1.01.02_3120_0011-text_region-1102-931-1216-182		11.0	20.0	1588.0	1.0	3.0	0.0		start			NL-HaNA_1.01.02_3120_11.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3120/file/NL-HaNA_1.01.02_3120_11.0	1588-01-03
3120	NL-HaNA_1.01.02_3120_0011-text_region-1104-1113-921-191		11.0	20.0	1588.0	1.0	4.0	0.0		start			NL-HaNA_1.01.02_3120_11.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3120/file/NL-HaNA_1.01.02_3120_11.0	1588-01-04
3120	NL-HaNA_1.01.02_3120_0011-text_region-1109-1304-1264-230		11.0	20.0	1588.0	1.0	5.0	0.0		start			NL-HaNA_1.01.02_3120_11.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3120/file/NL-HaNA_1.01.02_3120_11.0	1588-01-05
3120	NL-HaNA_1.01.02_3120_0011-text_region-1114-1510-1326-271		11.0	20.0	1588.0	1.0	6.0	0.0		start			NL-HaNA_1.01.02_3120_11.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3120/file/NL-HaNA_1.01.02_3120_11.0	1588-01-06
3120	NL-HaNA_1.01.02_3120_0011-text_region-911-2230-1425-281		11.0	20.0	1588.0	1.0	7.0	0.0		start			NL-HaNA_1.01.02_3120_11.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3120/file/NL-HaNA_1.01.02_3120_11.0	1588-01-07
3120	NL-HaNA_1.01.02_3120_0012-text_region-2803-82-436-133		12.0	23.0	1588.0	1.0	7.0	0.0		header			NL-HaNA_1.01.02_3120_12.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3120/file/NL-HaNA_1.01.02_3120_12.0	1588-01-07
3120	NL-HaNA_1.01.02_3120_0013-text_region-2685-88-382-123		13.0	25.0	1588.0	1.0	7.0	0.0		header			NL-HaNA_1.01.02_3120_13.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3120/file/NL-HaNA_1.01.02_3120_13.0	1588-01-07
3120	NL-HaNA_1.01.02_3120_0015-text_region-3692-630-1040-260		15.0	29.0	1588.0	1.0	8.0	0.0		start			NL-HaNA_1.01.02_3120_15.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3120/file/NL-HaNA_1.01.02_3120_15.0	1588-01-08
3120	NL-HaNA_1.01.02_3120_0015-text_region-3692-1448-934-247		15.0	29.0	1588.0	1.0	9.0	0.0		start			NL-HaNA_1.01.02_3120_15.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3120/file/NL-HaNA_1.01.02_3120_15.0	1588-01-09
