inv_num	text_region_id	line_ids	scan_id	scan_num	page_num	year	month_num	day_num	date_type
4575		NL-HaNA_1.01.02_4575_0037-line-3244-290-1352-273	NL-HaNA_1.01.02_4575_0037	37	73	1673	1	2	start
4575		NL-HaNA_1.01.02_4575_0038-line-1315-2481-1025-280	NL-HaNA_1.01.02_4575_0038	38	74	1673	1	13	start
4575		NL-HaNA_1.01.02_4575_0040-line-3235-1134-1153-217	NL-HaNA_1.01.02_4575_0040	40	79	1673	1	16	start
4575		NL-HaNA_1.01.02_4575_0042-line-3353-761-1043-188	NL-HaNA_1.01.02_4575_0042	42	83	1673	1	17	start
4575		NL-HaNA_1.01.02_4575_0042-line-3415-3232-1074-191	NL-HaNA_1.01.02_4575_0042	42	83	1673	1	21	start
4575		NL-HaNA_1.01.02_4575_0046-line-3274-2227-1124-254	NL-HaNA_1.01.02_4575_0046	46	91	1673	1	23	start
4575		NL-HaNA_1.01.02_4575_0047-line-1097-1213-1251-238	NL-HaNA_1.01.02_4575_0047	47	92	1673	1	25	start
4575		NL-HaNA_1.01.02_4575_0049-line-1097-1735-1074-206	NL-HaNA_1.01.02_4575_0049	49	96	1673	1	26	start
4575		NL-HaNA_1.01.02_4575_0051-line-1187-570-1004-197	NL-HaNA_1.01.02_4575_0051	51	100	1673	1	27	start
4575		NL-HaNA_1.01.02_4575_0051-line-3344-1022-1124-241	NL-HaNA_1.01.02_4575_0051	51	101	1673	1	31	start
4575		NL-HaNA_1.01.02_4575_0051-line-3364-2113-935-229	NL-HaNA_1.01.02_4575_0051	51	101	1673	2	2	start
4575		NL-HaNA_1.01.02_4575_0052-line-1020-576-1081-232	NL-HaNA_1.01.02_4575_0052	52	102	1673	2	6	start
4575		NL-HaNA_1.01.02_4575_0052-line-1074-1809-1130-223	NL-HaNA_1.01.02_4575_0052	52	102	1673	2	8	start
4575		NL-HaNA_1.01.02_4575_0052-line-1108-3195-1054-217	NL-HaNA_1.01.02_4575_0052	52	102	1673	2	9	start
4575		NL-HaNA_1.01.02_4575_0053-line-3426-603-1089-195	NL-HaNA_1.01.02_4575_0053	53	105	1673	2	10	start
4575		NL-HaNA_1.01.02_4575_0053-line-3250-3068-1154-230	NL-HaNA_1.01.02_4575_0053	53	105	1673	2	11	start
4575		NL-HaNA_1.01.02_4575_0054-line-1085-1905-1068-208	NL-HaNA_1.01.02_4575_0054	54	106	1673	2	15	start
4575		NL-HaNA_1.01.02_4575_0055-line-1094-2139-1129-172	NL-HaNA_1.01.02_4575_0055	55	108	1673	2	20	start
4575		NL-HaNA_1.01.02_4575_0055-line-3373-1261-1050-180	NL-HaNA_1.01.02_4575_0055	55	109	1673	2	21	start
4575		NL-HaNA_1.01.02_4575_0059-line-3353-1542-1159-153	NL-HaNA_1.01.02_4575_0059	59	117	1673	2	22	start
4575		NL-HaNA_1.01.02_4575_0060-line-3406-204-1081-155	NL-HaNA_1.01.02_4575_0060	60	119	1673	2	23	start
4575		NL-HaNA_1.01.02_4575_0061-line-1160-190-1147-232	NL-HaNA_1.01.02_4575_0061	61	120	1673	2	24	start
4575		NL-HaNA_1.01.02_4575_0061-line-1226-1669-1081-230	NL-HaNA_1.01.02_4575_0061	61	120	1673	2	27	start
4575		NL-HaNA_1.01.02_4575_0061-line-1294-3411-854-180	NL-HaNA_1.01.02_4575_0061	61	120	1673	3	2	start
4575		NL-HaNA_1.01.02_4575_0061-line-3404-1848-961-180	NL-HaNA_1.01.02_4575_0061	61	121	1673	3	3	start
4575		NL-HaNA_1.01.02_4575_0062-line-1190-2528-1036-178	NL-HaNA_1.01.02_4575_0062	62	122	1673	3	6	start
4575		NL-HaNA_1.01.02_4575_0067-line-1247-2182-867-214	NL-HaNA_1.01.02_4575_0067	67	132	1673	3	9	start
4575		NL-HaNA_1.01.02_4575_0067-line-3410-803-1078-259	NL-HaNA_1.01.02_4575_0067	67	133	1673	3	10	start
4575		NL-HaNA_1.01.02_4575_0068-line-1176-3175-1010-206	NL-HaNA_1.01.02_4575_0068	68	134	1673	3	14	start
4575		NL-HaNA_1.01.02_4575_0068-line-3371-575-1156-185	NL-HaNA_1.01.02_4575_0068	68	135	1673	3	19	start
4575		NL-HaNA_1.01.02_4575_0069-line-1112-1059-1101-161	NL-HaNA_1.01.02_4575_0069	69	136	1673	3	20	start
4575		NL-HaNA_1.01.02_4575_0069-line-3303-429-1308-237	NL-HaNA_1.01.02_4575_0069	69	137	1673	3	22	start
4575		NL-HaNA_1.01.02_4575_0070-line-1068-1551-1088-214	NL-HaNA_1.01.02_4575_0070	70	138	1673	3	27	start
4575		NL-HaNA_1.01.02_4575_0070-line-1177-3288-1161-206	NL-HaNA_1.01.02_4575_0070	70	138	1673	3	28	start
4575		NL-HaNA_1.01.02_4575_0071-line-1094-478-1078-244	NL-HaNA_1.01.02_4575_0071	71	140	1673	3	29	start
4575		NL-HaNA_1.01.02_4575_0071-line-1250-2215-1026-155	NL-HaNA_1.01.02_4575_0071	71	140	1673	4	1	start
4575		NL-HaNA_1.01.02_4575_0071-line-3326-3204-1038-177	NL-HaNA_1.01.02_4575_0071	71	141	1673	4	4	start
4575		NL-HaNA_1.01.02_4575_0072-line-1184-2388-1006-220	NL-HaNA_1.01.02_4575_0072	72	142	1673	4	9	start
4575		NL-HaNA_1.01.02_4575_0073-line-1141-1901-987-223	NL-HaNA_1.01.02_4575_0073	73	144	1673	4	10	start
4575		NL-HaNA_1.01.02_4575_0073-line-3343-3084-967-240	NL-HaNA_1.01.02_4575_0073	73	145	1673	4	13	start
4575		NL-HaNA_1.01.02_4575_0074-line-1284-1083-1033-229	NL-HaNA_1.01.02_4575_0074	74	146	1673	4	15	start
4575		NL-HaNA_1.01.02_4575_0074-line-1121-2122-953-174	NL-HaNA_1.01.02_4575_0074	74	146	1673	4	18	start
4575		NL-HaNA_1.01.02_4575_0077-line-3354-3577-1055-139	NL-HaNA_1.01.02_4575_0077	77	153	1673	4	24	start
4575		NL-HaNA_1.01.02_4575_0078-line-1205-2640-925-190	NL-HaNA_1.01.02_4575_0078	78	154	1673	4	25	start
4575		NL-HaNA_1.01.02_4575_0078-line-3302-1428-960-177	NL-HaNA_1.01.02_4575_0078	78	155	1673	4	26	start
4575		NL-HaNA_1.01.02_4575_0079-line-3336-564-936-187	NL-HaNA_1.01.02_4575_0079	79	157	1673	4	27	start
4575		NL-HaNA_1.01.02_4575_0082-line-1271-928-1093-219	NL-HaNA_1.01.02_4575_0082	82	162	1673	4	29	start
4575		NL-HaNA_1.01.02_4575_0082-line-3366-1931-1067-165	NL-HaNA_1.01.02_4575_0082	82	163	1673	5	1	start
4575		NL-HaNA_1.01.02_4575_0082-line-3421-3366-935-233	NL-HaNA_1.01.02_4575_0082	82	163	1673	5	3	start
4575		NL-HaNA_1.01.02_4575_0084-line-1111-748-912-219	NL-HaNA_1.01.02_4575_0084	84	166	1673	5	4	start
4575		NL-HaNA_1.01.02_4575_0084-line-1259-1702-949-198	NL-HaNA_1.01.02_4575_0084	84	166	1673	5	6	start
4575		NL-HaNA_1.01.02_4575_0084-line-3160-2515-1123-203	NL-HaNA_1.01.02_4575_0084	84	167	1673	5	8	start
4575		NL-HaNA_1.01.02_4575_0085-line-1136-1558-879-198	NL-HaNA_1.01.02_4575_0085	85	168	1673	5	9	start
4575		NL-HaNA_1.01.02_4575_0085-line-1302-3126-958-240	NL-HaNA_1.01.02_4575_0085	85	168	1673	5	13	start
4575		NL-HaNA_1.01.02_4575_0086-line-1076-2771-905-180	NL-HaNA_1.01.02_4575_0086	86	170	1673	5	15	start
4575		NL-HaNA_1.01.02_4575_0088-line-3429-220-969-214	NL-HaNA_1.01.02_4575_0088	88	175	1673	5	16	start
4575		NL-HaNA_1.01.02_4575_0088-line-2491-3442-2049-189	NL-HaNA_1.01.02_4575_0088	88	175	1673	5	20	start
4575		NL-HaNA_1.01.02_4575_0089-line-1136-2712-1091-199	NL-HaNA_1.01.02_4575_0089	89	176	1673	5	22	start
4575		NL-HaNA_1.01.02_4575_0091-line-3407-2047-1081-222	NL-HaNA_1.01.02_4575_0091	91	181	1673	5	23	start
4575		NL-HaNA_1.01.02_4575_0092-line-2487-3424-2254-189	NL-HaNA_1.01.02_4575_0092	92	183	1673	5	27	start
4575		NL-HaNA_1.01.02_4575_0093-line-1175-2700-958-171	NL-HaNA_1.01.02_4575_0093	93	184	1673	5	29	start
4575		NL-HaNA_1.01.02_4575_0094-line-1145-698-978-192	NL-HaNA_1.01.02_4575_0094	94	186	1673	5	30	start
4575		NL-HaNA_1.01.02_4575_0095-line-1186-2286-1024-187	NL-HaNA_1.01.02_4575_0095	95	188	1673	5	31	start
4575		NL-HaNA_1.01.02_4575_0096-line-1192-3377-888-223	NL-HaNA_1.01.02_4575_0096	96	190	1673	6	2	start
4575		NL-HaNA_1.01.02_4575_0096-line-3458-1941-1039-275	NL-HaNA_1.01.02_4575_0096	96	191	1673	6	3	start
4575		NL-HaNA_1.01.02_4575_0098-line-1264-3329-949-228	NL-HaNA_1.01.02_4575_0098	98	194	1673	6	5	start
4575		NL-HaNA_1.01.02_4575_0099-line-3366-1944-1096-292	NL-HaNA_1.01.02_4575_0099	99	197	1673	6	6	start
4575		NL-HaNA_1.01.02_4575_0100-line-3508-3166-883-241	NL-HaNA_1.01.02_4575_0100	100	199	1673	6	8	start
