inv_num	text_region_id	line_ids	scan_num	page_num	year	month_num	day_num	second_session	check	date_type	unrecognized_type	session_day_num	scan_id	scan_viewer_url	date
3116	NL-HaNA_1.01.02_3116_0018-text_region-3914-1061-983-279		18	35	1586	1	1	0		start	unrecognized_start_recto	1/1	NL-HaNA_1.01.02_3116_18.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_18.0	1586-01-01
3116	NL-HaNA_1.01.02_3116_0018-text_region-3964-1623-1356-301, NL-HaNA_1.01.02_3116_0018-text_region-4539-1831-298-122		18	35	1586	1	2	0		start	unrecognized_start_recto	2/1	NL-HaNA_1.01.02_3116_18.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_18.0	1586-01-02
3116	NL-HaNA_1.01.02_3116_0019-text_region-1476-740-1078-293		19	36	1586	1	3	0		start	unrecognized_start_verso	3/1	NL-HaNA_1.01.02_3116_19.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_19.0	1586-01-03
3116	NL-HaNA_1.01.02_3116_0019-text_region-4052-296-1086-342		19	37	1586	1	4	0		start	unrecognized_start_recto	4/1	NL-HaNA_1.01.02_3116_19.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_19.0	1586-01-04
3116	NL-HaNA_1.01.02_3116_0019-text_region-4101-1234-1045-312		19	37	1586	1	5	0		start	unrecognized_start_recto	5/1	NL-HaNA_1.01.02_3116_19.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_19.0	1586-01-05
3116	NL-HaNA_1.01.02_3116_0019-text_region-4348-1312-685-224		19	37	1586	1	5	0		start			NL-HaNA_1.01.02_3116_19.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_19.0	1586-01-05
3116	NL-HaNA_1.01.02_3116_0019-text_region-4034-1827-1018-337		19	37	1586	1	6	0		start	unrecognized_start_recto	6/1	NL-HaNA_1.01.02_3116_19.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_19.0	1586-01-06
3116	NL-HaNA_1.01.02_3116_0020-text_region-3881-337-1166-261		20	39	1586	1	7	0		start	unrecognized_start_recto	7/1	NL-HaNA_1.01.02_3116_20.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_20.0	1586-01-07
3116	NL-HaNA_1.01.02_3116_0021-text_region-2919-135-622-214		21	41	1586	1	7	0		header			NL-HaNA_1.01.02_3116_21.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_21.0	1586-01-07
3116	NL-HaNA_1.01.02_3116_0022-text_region-1719-416-878-226		22	42	1586	1	8	0		start			NL-HaNA_1.01.02_3116_22.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_22.0	1586-01-08
3116	NL-HaNA_1.01.02_3116_0023-text_region-4098-975-838-279		23	45	1586	1	9	0		start			NL-HaNA_1.01.02_3116_23.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_23.0	1586-01-09
3116	NL-HaNA_1.01.02_3116_0024-text_region-3037-159-672-223		24	47	1586	1	9	0		header			NL-HaNA_1.01.02_3116_24.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_24.0	1586-01-09
3116	NL-HaNA_1.01.02_3116_0025-text_region-2967-161-702-231		25	49	1586	1	9	0		header			NL-HaNA_1.01.02_3116_25.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_25.0	1586-01-09
3116	NL-HaNA_1.01.02_3116_0026-text_region-3004-195-666-212		26	51	1586	1	9	0		header			NL-HaNA_1.01.02_3116_26.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_26.0	1586-01-09
3116	NL-HaNA_1.01.02_3116_0027-text_region-1667-2299-939-273		27	52	1586	1	10	0		start			NL-HaNA_1.01.02_3116_27.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_27.0	1586-01-10
3116	NL-HaNA_1.01.02_3116_0028-text_region-2973-150-668-201		28	55	1586	1	10	0		header			NL-HaNA_1.01.02_3116_28.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_28.0	1586-01-10
3116	NL-HaNA_1.01.02_3116_0029-text_region-2989-153-634-224		29	57	1586	1	10	0		header			NL-HaNA_1.01.02_3116_29.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_29.0	1586-01-10
3116	NL-HaNA_1.01.02_3116_0030-text_region-2957-159-610-216		30	59	1586	1	10	0		header			NL-HaNA_1.01.02_3116_30.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_30.0	1586-01-10
3116	NL-HaNA_1.01.02_3116_0031-text_region-2994-134-644-226		31	61	1586	1	10	0		header			NL-HaNA_1.01.02_3116_31.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_31.0	1586-01-10
3116	NL-HaNA_1.01.02_3116_0032-text_region-2997-170-604-209		32	63	1586	1	10	0		header			NL-HaNA_1.01.02_3116_32.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_32.0	1586-01-10
3116	NL-HaNA_1.01.02_3116_0033-text_region-3019-178-623-213		33	65	1586	1	10	0		header			NL-HaNA_1.01.02_3116_33.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_33.0	1586-01-10
3116	NL-HaNA_1.01.02_3116_0034-text_region-3996-894-1070-221		34	67	1586	1	11	0		start			NL-HaNA_1.01.02_3116_34.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_34.0	1586-01-11
3116	NL-HaNA_1.01.02_3116_0035-text_region-2982-190-637-228		35	69	1586	1	11	0		header			NL-HaNA_1.01.02_3116_35.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_35.0	1586-01-11
3116	NL-HaNA_1.01.02_3116_0036-text_region-1693-1142-807-280		36	70	1586	1	12	0		start			NL-HaNA_1.01.02_3116_36.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_36.0	1586-01-12
3116	NL-HaNA_1.01.02_3116_0037-text_region-2970-159-629-227		37	73	1586	1	12	0		header			NL-HaNA_1.01.02_3116_37.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_37.0	1586-01-12
3116	NL-HaNA_1.01.02_3116_0038-text_region-4109-1409-899-248		38	75	1586	1	13	0		start			NL-HaNA_1.01.02_3116_38.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_38.0	1586-01-13
3116	NL-HaNA_1.01.02_3116_0039-text_region-3009-227-580-210		39	77	1586	1	13	0		header			NL-HaNA_1.01.02_3116_39.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_39.0	1586-01-13
3116	NL-HaNA_1.01.02_3116_0040-text_region-1648-1936-928-286		40	78	1586	1	14	0		start			NL-HaNA_1.01.02_3116_40.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_40.0	1586-01-14
3116	NL-HaNA_1.01.02_3116_0041-text_region-2999-225-586-217		41	81	1586	1	14	0		header			NL-HaNA_1.01.02_3116_41.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_41.0	1586-01-14
3116	NL-HaNA_1.01.02_3116_0042-text_region-2983-246-617-195		42	83	1586	1	14	0		header			NL-HaNA_1.01.02_3116_42.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_42.0	1586-01-14
3116	NL-HaNA_1.01.02_3116_0043-text_region-1289-1291-925-257		43	84	1586	1	15	0		start			NL-HaNA_1.01.02_3116_43.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_43.0	1586-01-15
3116	NL-HaNA_1.01.02_3116_0043-text_region-3775-2447-798-216		43	85	1586	1	16	0		start			NL-HaNA_1.01.02_3116_43.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_43.0	1586-01-16
3116	NL-HaNA_1.01.02_3116_0044-text_region-3769-1817-951-252		44	87	1586	1	17	0		start			NL-HaNA_1.01.02_3116_44.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_44.0	1586-01-17
3116	NL-HaNA_1.01.02_3116_0045-text_region-3859-1048-1001-307		45	89	1586	1	18	0		start			NL-HaNA_1.01.02_3116_45.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_45.0	1586-01-18
3116	NL-HaNA_1.01.02_3116_0046-text_region-2701-173-593-238		46	91	1586	1	18	0		header			NL-HaNA_1.01.02_3116_46.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_46.0	1586-01-18
3116	NL-HaNA_1.01.02_3116_0047-text_region-3860-757-834-322		47	93	1586	1	19	0		start			NL-HaNA_1.01.02_3116_47.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_47.0	1586-01-19
3116	NL-HaNA_1.01.02_3116_0048-text_region-1449-1761-810-245		48	94	1586	1	20	0		start			NL-HaNA_1.01.02_3116_48.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_48.0	1586-01-20
3116	NL-HaNA_1.01.02_3116_0048-text_region-3780-2678-1022-265		48	95	1586	1	21	0		start			NL-HaNA_1.01.02_3116_48.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_48.0	1586-01-21
3116	NL-HaNA_1.01.02_3116_0049-text_region-2793-148-689-205		49	97	1586	1	21	0		header			NL-HaNA_1.01.02_3116_49.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_49.0	1586-01-21
3116	NL-HaNA_1.01.02_3116_0050-text_region-2802-160-651-244		50	99	1586	1	21	0		header			NL-HaNA_1.01.02_3116_50.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_50.0	1586-01-21
3116	NL-HaNA_1.01.02_3116_0051-text_region-2840-126-694-208		51	101	1586	1	21	0		header			NL-HaNA_1.01.02_3116_51.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_51.0	1586-01-21
3116	NL-HaNA_1.01.02_3116_0052-text_region-3841-959-977-266		52	103	1586	1	22	0		start			NL-HaNA_1.01.02_3116_52.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_52.0	1586-01-22
3116	NL-HaNA_1.01.02_3116_0053-text_region-2873-135-664-250		53	105	1586	1	22	0		header			NL-HaNA_1.01.02_3116_53.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_53.0	1586-01-22
3116	NL-HaNA_1.01.02_3116_0054-text_region-2898-150-668-241		54	107	1586	1	22	0		header			NL-HaNA_1.01.02_3116_54.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_54.0	1586-01-22
3116	NL-HaNA_1.01.02_3116_0055-text_region-1527-1790-828-242		55	108	1586	1	23	0		start			NL-HaNA_1.01.02_3116_55.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_55.0	1586-01-23
3116	NL-HaNA_1.01.02_3116_0055-text_region-3876-504-992-265		55	109	1586	1	24	0	start_in_header_position	start	unrecognized_start_recto	24/1	NL-HaNA_1.01.02_3116_55.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_55.0	1586-01-24
3116	NL-HaNA_1.01.02_3116_0055-text_region-3959-3066-1214-185		55	109	1586	1	25	0	start_in_header_position	start	unrecognized_start_recto	25/1	NL-HaNA_1.01.02_3116_55.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_55.0	1586-01-25
3116	NL-HaNA_1.01.02_3116_0056-text_region-1551-1623-810-253		56	110	1586	1	26	0		start			NL-HaNA_1.01.02_3116_56.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_56.0	1586-01-26
3116	NL-HaNA_1.01.02_3116_0056-text_region-3974-1504-988-204		56	111	1586	1	27	0		start			NL-HaNA_1.01.02_3116_56.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_56.0	1586-01-27
3116	NL-HaNA_1.01.02_3116_0056-text_region-3893-2030-1225-255		56	111	1586	1	28	0		start	unrecognized_start_recto	28/1	NL-HaNA_1.01.02_3116_56.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_56.0	1586-01-28
3116	NL-HaNA_1.01.02_3116_0057-text_region-1331-419-961-211		57	112	1586	1	29	0		start			NL-HaNA_1.01.02_3116_57.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_57.0	1586-01-29
3116	NL-HaNA_1.01.02_3116_0057-text_region-3935-739-961-206		57	113	1586	1	30	0		start			NL-HaNA_1.01.02_3116_57.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_57.0	1586-01-30
3116	NL-HaNA_1.01.02_3116_0058-text_region-4028-455-889-240		58	115	1586	1	31	0		start			NL-HaNA_1.01.02_3116_58.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_58.0	1586-01-31
3116	NL-HaNA_1.01.02_3116_0059-text_region-3918-468-1081-237		59	117	1586	2	1	0		start			NL-HaNA_1.01.02_3116_59.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_59.0	1586-02-01
3116	NL-HaNA_1.01.02_3116_0060-text_region-4067-452-753-251		60	119	1586	2	2	0		start			NL-HaNA_1.01.02_3116_60.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_60.0	1586-02-02
3116	NL-HaNA_1.01.02_3116_0060-text_region-3983-2359-959-262		60	119	1586	2	3	0		start			NL-HaNA_1.01.02_3116_60.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3116/file/NL-HaNA_1.01.02_3116_60.0	1586-02-03
