inv_num	text_region_id	line_ids	scan_num	page_num	year	month_num	day_num	second_session	check	date_type	unrecognized_type	session_day_num	scan_id	scan_viewer_url	date
3112	NL-HaNA_1.01.02_3112_0023-text_region-3720-491-824-412		23	45	1584	1	1	0		start			NL-HaNA_1.01.02_3112_23.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_23.0	1584-01-01
3112	NL-HaNA_1.01.02_3112_0023-text_region-3836-1730-998-219		23	45	1584	1	2	0		start			NL-HaNA_1.01.02_3112_23.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_23.0	1584-01-02
3112	NL-HaNA_1.01.02_3112_0024-text_region-1397-2010-772-241		24	46	1584	1	3	0		start			NL-HaNA_1.01.02_3112_24.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_24.0	1584-01-03
3112	NL-HaNA_1.01.02_3112_0024-text_region-3716-839-865-236		24	47	1584	1	4	0		start			NL-HaNA_1.01.02_3112_24.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_24.0	1584-01-04
3112	NL-HaNA_1.01.02_3112_0025-text_region-1477-2190-856-241		25	48	1584	1	5	0		start			NL-HaNA_1.01.02_3112_25.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_25.0	1584-01-05
3112	NL-HaNA_1.01.02_3112_0025-text_region-3738-1429-1030-193		25	49	1584	1	6	0		start			NL-HaNA_1.01.02_3112_25.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_25.0	1584-01-06
3112	NL-HaNA_1.01.02_3112_0026-text_region-1345-1352-823-245		26	50	1584	1	7	0		start			NL-HaNA_1.01.02_3112_26.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_26.0	1584-01-07
3112	NL-HaNA_1.01.02_3112_0027-text_region-2763-165-647-206		27	53	1584	1	7	0		header			NL-HaNA_1.01.02_3112_27.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_27.0	1584-01-07
3112	NL-HaNA_1.01.02_3112_0028-text_region-3521-3033-1278-297		28	55	1584	1	8	0		start	unrecognized_start_recto	8/1	NL-HaNA_1.01.02_3112_28.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_28.0	1584-01-08
3112	NL-HaNA_1.01.02_3112_0029-text_region-1296-434-986-193		29	56	1584	1	9	0		start			NL-HaNA_1.01.02_3112_29.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_29.0	1584-01-09
3112	NL-HaNA_1.01.02_3112_0030-text_region-3778-2240-843-229		30	59	1584	1	10	0		start			NL-HaNA_1.01.02_3112_30.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_30.0	1584-01-10
3112	NL-HaNA_1.01.02_3112_0031-text_region-3787-1587-958-195		31	61	1584	1	11	0		start			NL-HaNA_1.01.02_3112_31.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_31.0	1584-01-11
3112	NL-HaNA_1.01.02_3112_0031-text_region-3778-2947-990-191		31	61	1584	1	12	0		start	unrecognized_start_recto	12/1	NL-HaNA_1.01.02_3112_31.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_31.0	1584-01-12
3112	NL-HaNA_1.01.02_3112_0032-text_region-2775-131-634-215		32	63	1584	1	12	0		header			NL-HaNA_1.01.02_3112_32.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_32.0	1584-01-12
3112	NL-HaNA_1.01.02_3112_0033-text_region-2803-141-699-203		33	65	1584	1	12	0		header			NL-HaNA_1.01.02_3112_33.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_33.0	1584-01-12
3112	NL-HaNA_1.01.02_3112_0034-text_region-2758-139-680-219		34	67	1584	1	12	0		header			NL-HaNA_1.01.02_3112_34.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_34.0	1584-01-12
3112	NL-HaNA_1.01.02_3112_0035-text_region-1380-1087-827-197		35	68	1584	1	13	0		start			NL-HaNA_1.01.02_3112_35.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_35.0	1584-01-13
3112	NL-HaNA_1.01.02_3112_0036-text_region-3785-2104-669-236		36	71	1584	1	14	0		start			NL-HaNA_1.01.02_3112_36.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_36.0	1584-01-14
3112	NL-HaNA_1.01.02_3112_0037-text_region-2723-139-669-220		37	73	1584	1	14	0		header			NL-HaNA_1.01.02_3112_37.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_37.0	1584-01-14
3112	NL-HaNA_1.01.02_3112_0038-text_region-1402-1428-836-171		38	74	1584	1	15	0		start			NL-HaNA_1.01.02_3112_38.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_38.0	1584-01-15
3112	NL-HaNA_1.01.02_3112_0038-text_region-1362-1855-662-244		38	74	1584	1	16	0		start			NL-HaNA_1.01.02_3112_38.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_38.0	1584-01-16
3112	NL-HaNA_1.01.02_3112_0038-text_region-1333-2774-1025-210		38	74	1584	1	17	0		start	unrecognized_start_verso	17/1	NL-HaNA_1.01.02_3112_38.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_38.0	1584-01-17
3112	NL-HaNA_1.01.02_3112_0039-text_region-2682-128-686-229		39	77	1584	1	17	0		header			NL-HaNA_1.01.02_3112_39.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_39.0	1584-01-17
3112	NL-HaNA_1.01.02_3112_0040-text_region-2651-112-675-223		40	79	1584	1	17	0		header			NL-HaNA_1.01.02_3112_40.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_40.0	1584-01-17
3112	NL-HaNA_1.01.02_3112_0041-text_region-2656-133-627-243		41	81	1584	1	17	0		header			NL-HaNA_1.01.02_3112_41.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_41.0	1584-01-17
3112	NL-HaNA_1.01.02_3112_0042-text_region-2684-131-661-216		42	83	1584	1	17	0		header			NL-HaNA_1.01.02_3112_42.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_42.0	1584-01-17
3112	NL-HaNA_1.01.02_3112_0043-text_region-2681-136-715-203		43	85	1584	1	17	0		header			NL-HaNA_1.01.02_3112_43.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_43.0	1584-01-17
3112	NL-HaNA_1.01.02_3112_0044-text_region-2666-120-661-217		44	87	1584	1	17	0		header			NL-HaNA_1.01.02_3112_44.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_44.0	1584-01-17
3112	NL-HaNA_1.01.02_3112_0045-text_region-2687-134-588-202		45	89	1584	1	17	0		header			NL-HaNA_1.01.02_3112_45.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_45.0	1584-01-17
3112	NL-HaNA_1.01.02_3112_0046-text_region-2681-191-428-155		46	91	1584	1	18	0		header			NL-HaNA_1.01.02_3112_46.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_46.0	1584-01-18
3112	NL-HaNA_1.01.02_3112_0047-text_region-2671-123-656-209		47	93	1584	1	18	0		header			NL-HaNA_1.01.02_3112_47.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_47.0	1584-01-18
3112	NL-HaNA_1.01.02_3112_0048-text_region-2702-226-424-150		48	95	1584	1	18	0		header			NL-HaNA_1.01.02_3112_48.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_48.0	1584-01-18
3112	NL-HaNA_1.01.02_3112_0048-text_region-3694-1450-993-208		48	95	1584	1	19	0		start			NL-HaNA_1.01.02_3112_48.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_48.0	1584-01-19
3112	NL-HaNA_1.01.02_3112_0049-text_region-2722-134-656-202		49	97	1584	1	19	0		header			NL-HaNA_1.01.02_3112_49.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_49.0	1584-01-19
3112	NL-HaNA_1.01.02_3112_0050-text_region-2722-137-624-210		50	99	1584	1	19	0		header			NL-HaNA_1.01.02_3112_50.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_50.0	1584-01-19
3112	NL-HaNA_1.01.02_3112_0051-text_region-2712-224-430-142		51	101	1584	1	19	0		header			NL-HaNA_1.01.02_3112_51.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_51.0	1584-01-19
3112	NL-HaNA_1.01.02_3112_0051-text_region-3745-1545-903-200		51	101	1584	1	20	0		start			NL-HaNA_1.01.02_3112_51.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_51.0	1584-01-20
3112	NL-HaNA_1.01.02_3112_0052-text_region-2678-142-678-219		52	103	1584	1	20	0		header			NL-HaNA_1.01.02_3112_52.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_52.0	1584-01-20
3112	NL-HaNA_1.01.02_3112_0053-text_region-2649-143-707-228		53	105	1584	1	20	0		header			NL-HaNA_1.01.02_3112_53.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_53.0	1584-01-20
3112	NL-HaNA_1.01.02_3112_0054-text_region-1311-1633-963-177		54	106	1584	1	21	0		start			NL-HaNA_1.01.02_3112_54.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_54.0	1584-01-21
3112	NL-HaNA_1.01.02_3112_0054-text_region-2706-227-418-162		54	107	1584	1	21	0		header			NL-HaNA_1.01.02_3112_54.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_54.0	1584-01-21
3112	NL-HaNA_1.01.02_3112_0055-text_region-2703-219-457-169		55	109	1584	1	21	0		header			NL-HaNA_1.01.02_3112_55.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_55.0	1584-01-21
3112	NL-HaNA_1.01.02_3112_0055-text_region-3722-2015-680-238		55	109	1584	1	22	0		start			NL-HaNA_1.01.02_3112_55.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_55.0	1584-01-22
3112	NL-HaNA_1.01.02_3112_0056-text_region-2662-181-633-199		56	111	1584	1	22	0		header			NL-HaNA_1.01.02_3112_56.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_56.0	1584-01-22
3112	NL-HaNA_1.01.02_3112_0057-text_region-1302-2049-948-204		57	112	1584	1	23	0		start			NL-HaNA_1.01.02_3112_57.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_57.0	1584-01-23
3112	NL-HaNA_1.01.02_3112_0057-text_region-2734-217-432-154		57	113	1584	1	23	0		header			NL-HaNA_1.01.02_3112_57.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_57.0	1584-01-23
3112	NL-HaNA_1.01.02_3112_0058-text_region-1357-1363-918-214		58	114	1584	1	24	0		start			NL-HaNA_1.01.02_3112_58.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_58.0	1584-01-24
3112	NL-HaNA_1.01.02_3112_0058-text_region-2780-230-480-177		58	115	1584	1	24	0		header			NL-HaNA_1.01.02_3112_58.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_58.0	1584-01-24
3112	NL-HaNA_1.01.02_3112_0059-text_region-1404-1782-907-172		59	116	1584	1	25	0		start			NL-HaNA_1.01.02_3112_59.0	https://www.nationaalarchief.nl/onderzoeken/archief/1.01.02/invnr/3112/file/NL-HaNA_1.01.02_3112_59.0	1584-01-25
