inv_num	text_region_id	line_ids	scan_id	scan_num	page_num	year	month_num	day_num	date_type
4549		NL-HaNA_1.01.02_4549_0008-line-1316-520-1271-214	NL-HaNA_1.01.02_4549_0008	8	14	1792	11	1	start
4549		NL-HaNA_1.01.02_4549_0015-line-4047-265-1277-243	NL-HaNA_1.01.02_4549_0015	15	29	1792	11	5	start
4549		NL-HaNA_1.01.02_4549_0024-line-3658-431-1394-146	NL-HaNA_1.01.02_4549_0024	24	47	1792	11	7	start
4549		NL-HaNA_1.01.02_4549_0038-line-1386-529-896-164	NL-HaNA_1.01.02_4549_0038	38	74	1792	11	7	start
4549		NL-HaNA_1.01.02_4549_0042-line-3776-222-1284-183	NL-HaNA_1.01.02_4549_0042	42	83	1792	11	9	start
4549		NL-HaNA_1.01.02_4549_0048-line-3729-398-1338-181	NL-HaNA_1.01.02_4549_0048	48	95	1792	11	12	start
4549		NL-HaNA_1.01.02_4549_0050-line-3687-453-1058-148	NL-HaNA_1.01.02_4549_0050	50	99	1792	11	14	start
4549		NL-HaNA_1.01.02_4549_0060-line-3811-483-1051-232	NL-HaNA_1.01.02_4549_0060	60	119	1792	11	16	start
4549		NL-HaNA_1.01.02_4549_0070-line-3697-240-1357-208	NL-HaNA_1.01.02_4549_0070	70	139	1792	11	15	start
4549		NL-HaNA_1.01.02_4549_0078-line-3823-258-1249-176	NL-HaNA_1.01.02_4549_0078	78	155	1792	11	16	start
4549		NL-HaNA_1.01.02_4549_0094-line-1305-501-1236-213	NL-HaNA_1.01.02_4549_0094	94	186	1792	11	19	start
4549		NL-HaNA_1.01.02_4549_0113-line-3791-283-1311-191	NL-HaNA_1.01.02_4549_0113	113	225	1792	11	20	start
4549		NL-HaNA_1.01.02_4549_0125-line-3958-202-1329-171	NL-HaNA_1.01.02_4549_0125	125	249	1792	11	22	start
4549		NL-HaNA_1.01.02_4549_0129-line-3682-279-1229-154	NL-HaNA_1.01.02_4549_0129	129	257	1792	11	23	start
4549		NL-HaNA_1.01.02_4549_0135-line-1306-499-1262-210	NL-HaNA_1.01.02_4549_0135	135	268	1792	11	26	start
4549		NL-HaNA_1.01.02_4549_0145-line-3743-220-1379-193	NL-HaNA_1.01.02_4549_0145	145	289	1792	11	27	start
4549		NL-HaNA_1.01.02_4549_0157-line-3907-237-1346-145	NL-HaNA_1.01.02_4549_0157	157	313	1792	11	28	start
4549		NL-HaNA_1.01.02_4549_0161-line-3652-283-1265-159	NL-HaNA_1.01.02_4549_0161	161	321	1792	11	29	start
4549		NL-HaNA_1.01.02_4549_0169-line-3681-295-1201-198	NL-HaNA_1.01.02_4549_0169	169	337	1792	11	30	start
4549		NL-HaNA_1.01.02_4549_0184-line-1297-521-1226-225	NL-HaNA_1.01.02_4549_0184	184	366	1792	12	3	start
4549		NL-HaNA_1.01.02_4549_0186-line-3611-212-1294-223	NL-HaNA_1.01.02_4549_0186	186	371	1792	12	5	start
4549		NL-HaNA_1.01.02_4549_0195-line-3073-378-1244-154	NL-HaNA_1.01.02_4549_0195	195	389	1792	12	10	start
4549		NL-HaNA_1.01.02_4549_0213-line-3681-229-1313-199	NL-HaNA_1.01.02_4549_0213	213	425	1792	12	11	start
4549		NL-HaNA_1.01.02_4549_0240-line-3841-527-1287-180	NL-HaNA_1.01.02_4549_0240	240	479	1792	12	12	start
4549		NL-HaNA_1.01.02_4549_0249-line-3880-180-1240-213	NL-HaNA_1.01.02_4549_0249	249	497	1792	12	14	start
4549		NL-HaNA_1.01.02_4549_0293-line-3793-462-1219-255	NL-HaNA_1.01.02_4549_0293	293	585	1792	12	17	start
4549		NL-HaNA_1.01.02_4549_0297-line-3720-288-1274-292	NL-HaNA_1.01.02_4549_0297	297	593	1792	12	17	start
4549		NL-HaNA_1.01.02_4549_0342-line-3804-304-1321-162	NL-HaNA_1.01.02_4549_0342	342	683	1792	12	21	start
4549		NL-HaNA_1.01.02_4549_0352-line-3721-353-1228-183	NL-HaNA_1.01.02_4549_0352	352	703	1792	12	22	start
4549		NL-HaNA_1.01.02_4549_0358-line-3569-329-1249-157	NL-HaNA_1.01.02_4549_0358	358	715	1792	12	25	start
4549		NL-HaNA_1.01.02_4549_0369-line-3862-165-1273-198	NL-HaNA_1.01.02_4549_0369	369	737	1792	12	27	start
4549		NL-HaNA_1.01.02_4549_0382-line-3764-333-1263-212	NL-HaNA_1.01.02_4549_0382	382	763	1792	12	28	start
4549		NL-HaNA_1.01.02_4549_0384-line-3711-125-1345-270	NL-HaNA_1.01.02_4549_0384	384	767	1792	12	29	start
4549		NL-HaNA_1.01.02_4549_0388-line-3635-202-1265-235	NL-HaNA_1.01.02_4549_0388	388	775	1792	12	31	start
4549		NL-HaNA_1.01.02_4549_0392-line-3724-304-955-187	NL-HaNA_1.01.02_4549_0392	392	783	1792	12	28	start
