ONtfangen	O
een	O
Missive	O
van	O
den	O
Ontfanger	B-HOE
Pesters	O
,	O
geschreven	O
te	O
Brussel	O
den	O
achtsten	O
deser	O
loopende	O
maandt	O
,	O
geaddresseert	O
aan	O
den	O
Grifier	B-HOE
Fagel	O
,	O
houdende	O
advertentie	O
van	O
het	O
geene	O
hy	O
nader	O
gesproken	O
hadde	O
met	O
den	O
Heere	B-HOE
Marquis	I-HOE
de	I-HOE
Prie	I-HOE
,	O
over	O
het	O
subsidie	O
van	O
vyf	O
hondert	O
duysent	O
rijcksdaalders	O
,	O
volgens	O
het	O
Tractaat	O
van	O
Barriere	O
aan	O
den	O
Staar	O
verschuldight	O
,	O
en	O
de	O
middelen	O
van	O
voldoeninge	O
daar	O
omtrent	O
.	O
WAAR	O
oop	O
gedelibereert	O
zynde	O
,	O
is	O
goetgevonden	O
en	O
verstaan	O
,	O
dat	O
Copie	O
van	O
de	O
voorsz	O
Missive	O
gestelt	O
sal	O
werden	O
in	O
handen	O
van	O
de	O
Heeren	O
van	O
Broeckhuysen	O
,	O
en	O
andere	O
haar	O
Hoogh	O
Mog	O
.	O
Gedeputeerden	O
tot	O
de	O
saken	O
van	O
de	O
Barriere	O
,	O
om	O
met	O
ende	O
nevens	O
eenige	O
Heeren	O
Gecommitteerden	O
uyt	O
den	O
Raadt	O
van	O
State	O
,	O
by	O
,	O
haar	O
E	O
.	O
selfs	O
te	O
nomineren	O
,	O
te	O
visiteren	O
,	O
examineren	O
,	O
ende	O
van	O
alles	O
alhier	O
ter	O
Vergaderinge	O
rapport	O
te	O
doen	O
.	O
