ONtfangen	O
een	O
Missive	O
van	O
den	O
Heere	O
van	O
Haren	O
,	O
haar	O
Hoogh	O
Mogende	O
Gedeputeerde	O
by	O
sijne	O
Hoogheyd	O
Prins	O
Carel	O
van	O
Lotharingen	O
,	O
als	O
Gouverneur	O
der	O
Oostenrycksche	O
Nederlanden	O
,	O
geschreven	O
te	O
Brussel	O
den	O
een	B-DAT
en	I-DAT
dertighsten	I-DAT
der	I-DAT
voorleede	I-DAT
maand	I-DAT
,	O
houdende	O
,	O
dat	O
hy	O
by	O
occasie	O
van	O
het	O
retour	O
van	O
hooghstgemelde	O
sijne	O
Hoogheyd	O
aldaar	O
,	O
als	O
meede	O
van	O
het	O
Feest	O
der	O
geboortedagh	O
van	O
de	O
Keyserinne	O
Douariere	O
,	O
verplight	O
was	O
geweest	O
t'elckens	O
sijn	O
Huys	O
volgens	O
gewoonte	O
te	O
doen	O
illumineeren	O
;	O
versoeckende	O
,	O
dat	O
haar	O
Hoogh	O
Mogende	O
hem	O
gelieven	O
te	O
vergunnen	O
voor	O
die	O
illuminatien	O
te	O
moogen	O
declareeren	O
,	O
soo	O
als	O
haar	O
Hoogh	O
Mogende	O
by	O
de	O
voorige	O
occasien	O
hem	O
hadden	O
gelieven	O
te	O
permitteeren	O
.	O
WAAR	O
op	O
gedelibereert	O
zynde	O
,	O
is	O
goedgevonden	O
en	O
verstaan	O
,	O
dat	O
aan	O
gemelden	O
Heere	O
van	O
Haren	O
sal	O
werden	O
gerescribeert	O
,	O
en	O
aan	O
den	O
selven	O
gepermitteert	O
,	O
soo	O
als	O
hem	O
gepermitteert	O
werd	O
mits	O
deesen	O
,	O
om	O
de	O
onkosten	O
van	O
de	O
twee	O
gemelde	O
llluminatien	O
in	O
declaratie	O
te	O
moogen	O
brengen	O
,	O
alwaar	O
die	O
aan	O
hem	O
sullen	O
werden	O
gevalideert	O
.	O
En	O
sal	O
Extract	O
van	O
deese	O
haar	O
Hoogh	O
Mogende	O
Resolutie	O
gesonden	O
werden	O
aan	O
den	O
Raad	O
van	O
Staate	O
,	O
en	O
des	O
Generaliteyts	O
Reeckenkaamer	O
,	O
om	O
te	O
strecken	O
tot	O
der	O
selver	O
narightinge	O
.	O
