Token	Hoedanigheid	Plaats - Politieke Entiteit	Persoonsaanduiding	Organisatie	Datum	Resolutieverwijzing	Commissie	Overige Naam	Annotatie
Is	O	O	O	O	O	O	O	O
ter	O	O	O	O	O	O	O	O
Vergaderinge	O	O	O	O	O	O	O	O
gelesen	O	O	O	O	O	O	O	O
de	O	O	O	O	O	O	O	O
naerder	O	O	O	O	O	O	O	O
requeste	O	O	O	O	O	O	O	O
van	O	O	O	O	O	O	O	O
Elisabeth	O	O	B-PER	O	O	O	O	O	Elisabeth Cornelis
Cornelis	O	O	I-PER	O	O	O	O	O
,	O	O	O	O	O	O	O	O
tenderende	O	O	O	O	O	O	O	O
ten	O	O	O	O	O	O	O	O
eijnde	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
dat	O	O	O	O	O	O	O	O
de	O	O	O	O	O	O	O	O
heeren	B-HOE	O	O	O	O	O	O	O	heeren adjuncten uijt den hove van Hollandt
adjuncten	I-HOE	O	O	O	O	O	O	O
uijt	I-HOE	O	O	O	O	O	O	O
den	I-HOE	O	O	O	O	O	O	O
hove	I-HOE	O	O	B-ORG	O	O	O	O	hove van Hollandt
van	I-HOE	O	O	I-ORG	O	O	O	O
Hollandt	I-HOE	B-LOC	O	I-ORG	O	O	O	O	Hollandt
,	O	O	O	O	O	O	O	O
bij	O	O	O	O	O	O	O	O
hare	O	O	O	O	O	O	O	O
Ho	O	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O	O
Mo	O	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O	O
genomineert	O	O	O	O	O	O	O	O
tot	O	O	O	O	O	O	O	O
de	O	O	O	O	O	O	O	O
revisie	O	O	O	O	O	O	O	O
vande	O	O	O	O	O	O	O	O
Sententie	O	O	O	O	O	O	O	O
vanden	O	O	O	O	O	O	O	O
Rade	B-HOE	O	O	O	O	O	O	O	Rade van Brabandt
van	I-HOE	O	O	O	O	O	O	O
Brabandt	I-HOE	O	O	O	O	O	O	O
